,carat,cut,color,clarity,depth,table,price,x,y,z,y/x
35275,0.4,4,D,VS2,62.8,57.0,895,4.68,4.72,2.95,0.9915254237288136
35276,0.39,4,F,VS1,62.5,57.0,895,4.66,4.69,2.92,0.9936034115138592
35277,0.5,4,I,SI2,62.2,53.0,895,5.11,5.14,3.19,0.9941634241245138
35278,0.5,4,J,SI1,62.3,55.0,895,5.07,5.11,3.17,0.9921722113502935
35279,0.39,4,I,IF,62.3,54.0,895,4.69,4.71,2.93,0.9957537154989385
35280,0.35,3,I,SI1,62.5,58.0,472,4.49,4.53,2.82,0.9911699779249448
35281,0.3,2,H,SI2,63.9,56.0,473,4.27,4.24,2.72,1.007075471698113
35282,0.3,3,H,SI2,60.9,59.0,473,4.35,4.32,2.64,1.0069444444444442
35283,0.3,3,J,VS2,62.2,58.0,473,4.3,4.28,2.67,1.0046728971962615
35284,0.3,3,J,VS2,61.6,61.0,473,4.33,4.28,2.65,1.0116822429906542
35285,0.3,3,J,VS2,60.6,59.0,473,4.38,4.34,2.64,1.0092165898617511
35286,0.3,0,J,VS2,63.4,57.0,473,4.26,4.22,2.69,1.009478672985782
35287,0.36,3,G,SI2,60.8,58.0,473,4.57,4.61,2.79,0.9913232104121475
35288,0.3,0,H,VS2,60.9,61.0,473,4.32,4.35,2.64,0.9931034482758622
35289,0.3,3,H,VS2,62.3,58.0,473,4.31,4.33,2.69,0.995381062355658
35290,0.36,3,G,SI2,62.4,58.0,473,4.56,4.58,2.85,0.9956331877729256
35291,0.3,3,I,VS1,60.3,58.0,473,4.32,4.34,2.61,0.9953917050691246
35292,0.3,0,H,VS2,62.7,59.0,473,4.22,4.26,2.66,0.9906103286384976
35293,0.3,0,I,VS1,63.0,53.0,473,4.26,4.31,2.7,0.988399071925754
35294,0.3,3,H,VS2,62.5,59.0,473,4.23,4.28,2.66,0.9883177570093459
35295,0.3,4,I,VS1,62.5,57.0,473,4.29,4.32,2.69,0.9930555555555555
35296,0.3,3,H,VS2,61.8,60.0,473,4.26,4.31,2.65,0.988399071925754
35297,0.3,0,I,VS1,62.9,58.0,473,4.26,4.29,2.69,0.9930069930069929
35298,0.3,0,I,VS1,60.8,59.0,473,4.3,4.32,2.62,0.9953703703703702
35299,0.3,0,H,VS2,62.5,58.0,473,4.26,4.28,2.67,0.9953271028037383
35300,0.3,3,I,VS1,61.7,58.0,473,4.27,4.32,2.65,0.9884259259259257
35301,0.3,0,H,VS2,61.1,61.0,473,4.31,4.33,2.64,0.995381062355658
35302,0.3,2,H,VS2,63.5,54.0,473,4.27,4.3,2.72,0.9930232558139535
35303,0.3,2,H,VS2,63.5,59.0,473,4.2,4.27,2.69,0.9836065573770493
35304,0.3,4,I,VS1,61.0,56.0,473,4.35,4.37,2.66,0.9954233409610983
35305,0.36,3,G,SI2,59.3,59.0,473,4.62,4.66,2.75,0.9914163090128755
35306,0.3,4,I,VS1,62.5,54.0,473,4.29,4.32,2.69,0.9930555555555555
35307,0.3,0,H,VS2,60.9,61.0,473,4.27,4.3,2.61,0.9930232558139535
35308,0.3,0,I,VS1,60.4,58.0,473,4.34,4.4,2.64,0.9863636363636362
35309,0.3,3,I,VS1,59.8,60.0,473,4.34,4.36,2.6,0.9954128440366972
35310,0.4,0,H,VS2,63.1,62.0,895,4.75,4.66,2.97,1.01931330472103
35311,0.36,4,F,VVS2,62.4,55.0,896,4.54,4.57,2.84,0.9934354485776805
35312,0.36,4,F,VVS2,61.5,56.0,896,4.58,4.61,2.82,0.9934924078091105
35313,0.36,4,F,VVS2,61.7,57.0,896,4.58,4.61,2.83,0.9934924078091105
35314,0.37,4,E,VVS2,61.8,54.0,896,4.61,4.64,2.86,0.9935344827586208
35315,0.37,4,E,VVS2,62.5,53.0,896,4.59,4.63,2.88,0.9913606911447084
35316,0.52,4,J,SI1,61.4,56.4,896,5.15,5.17,3.17,0.9961315280464218
35317,0.4,4,H,SI1,61.8,57.0,896,4.75,4.77,2.94,0.9958071278825996
35318,0.42,4,G,SI1,61.6,56.0,896,4.81,4.84,2.97,0.993801652892562
35319,0.33,0,F,IF,58.7,55.0,897,4.56,4.6,2.69,0.9913043478260869
35320,0.31,0,F,VVS1,62.4,60.0,897,4.28,4.31,2.68,0.9930394431554526
35321,0.31,0,F,VVS1,61.8,59.0,897,4.33,4.35,2.68,0.9954022988505749
35322,0.31,4,F,VVS1,61.8,56.0,897,4.34,4.36,2.69,0.9954128440366972
35323,0.31,4,F,VVS1,62.1,56.0,897,4.35,4.38,2.71,0.9931506849315068
35324,0.31,0,F,VVS1,62.4,57.0,897,4.3,4.32,2.69,0.9953703703703702
35325,0.35,0,G,IF,62.6,59.0,898,4.43,4.49,2.79,0.9866369710467705
35326,0.33,0,G,IF,62.6,55.0,898,4.41,4.44,2.77,0.9932432432432432
35327,0.38,4,H,VVS2,62.1,54.0,898,4.62,4.66,2.88,0.9914163090128755
35328,0.4,2,D,VS1,63.2,56.0,898,4.69,4.74,2.98,0.989451476793249
35329,0.4,4,E,VS1,62.1,55.0,898,4.75,4.79,2.96,0.9916492693110647
35330,0.33,4,E,VVS2,60.7,55.0,898,4.49,4.5,2.73,0.9977777777777779
35331,0.32,4,F,VVS1,62.0,55.0,898,4.41,4.43,2.74,0.9954853273137698
35332,0.34,4,G,VS1,61.3,55.0,898,4.52,4.55,2.78,0.9934065934065933
35333,0.32,4,E,VS1,61.6,55.0,898,4.43,4.46,2.74,0.9932735426008968
35334,0.32,4,E,VS1,61.0,57.0,898,4.4,4.42,2.69,0.9954751131221721
35335,0.32,4,E,VS1,61.4,56.0,898,4.42,4.44,2.72,0.9954954954954954
35336,0.32,4,G,IF,61.7,57.0,898,4.39,4.42,2.72,0.9932126696832578
35337,0.32,4,G,IF,61.4,55.0,898,4.42,4.44,2.72,0.9954954954954954
35338,0.32,4,G,IF,61.8,55.0,898,4.38,4.42,2.72,0.9909502262443439
35339,0.42,3,H,SI1,60.9,58.0,898,4.85,4.84,2.95,1.0020661157024793
35340,0.42,3,H,SI1,62.1,59.0,898,4.81,4.78,2.98,1.006276150627615
35341,0.42,4,H,SI1,62.2,57.0,898,4.8,4.78,2.98,1.00418410041841
35342,0.42,4,H,SI1,62.9,57.0,898,4.84,4.76,3.02,1.0168067226890756
35343,0.42,0,H,SI1,63.2,58.0,898,4.79,4.77,3.02,1.0041928721174005
35344,0.42,4,H,SI1,62.7,56.0,898,4.78,4.76,2.99,1.0042016806722691
35345,0.42,0,H,SI1,63.1,57.0,898,4.78,4.76,3.01,1.0042016806722691
35346,0.38,3,F,SI1,62.7,58.0,898,4.62,4.6,2.89,1.0043478260869567
35347,0.38,4,E,SI1,61.9,55.0,898,4.7,4.64,2.89,1.0129310344827587
35348,0.38,3,E,SI1,61.2,59.0,898,4.67,4.64,2.85,1.0064655172413794
35349,0.42,3,H,SI1,62.0,59.0,898,4.79,4.76,2.96,1.0063025210084033
35350,0.42,4,H,SI1,62.4,57.0,898,4.79,4.76,2.98,1.0063025210084033
35351,0.42,3,H,SI1,59.5,57.0,898,5.11,4.78,2.94,1.0690376569037656
35352,0.42,4,E,SI2,62.4,55.0,898,4.81,4.77,2.99,1.0083857442348008
35353,0.42,4,E,SI2,62.9,56.0,898,4.8,4.77,3.01,1.0062893081761006
35354,0.42,4,D,SI2,62.4,57.0,898,4.81,4.78,2.99,1.006276150627615
35355,0.42,3,D,SI2,62.1,59.0,898,4.82,4.78,2.98,1.00836820083682
35356,0.42,3,D,SI2,60.1,58.0,898,4.88,4.83,2.92,1.010351966873706
35357,0.42,3,D,SI2,60.0,61.0,898,4.89,4.85,2.92,1.0082474226804123
35358,0.42,3,D,SI2,60.8,59.0,898,4.83,4.77,2.92,1.0125786163522013
35359,0.38,3,I,VS1,59.9,60.0,898,4.72,4.66,2.81,1.0128755364806865
35360,0.38,3,I,VS1,61.3,60.0,898,4.65,4.62,2.84,1.0064935064935066
35361,0.38,3,H,VS2,61.8,58.0,898,4.66,4.63,2.87,1.0064794816414688
35362,0.38,4,H,VS2,62.8,55.0,898,4.66,4.64,2.92,1.0043103448275863
35363,0.38,3,H,VS2,60.5,59.0,898,4.69,4.66,2.83,1.0064377682403434
35364,0.38,3,H,VS2,60.6,58.0,898,4.7,4.68,2.84,1.0042735042735045
35365,0.38,3,H,VS2,60.9,60.0,898,4.67,4.62,2.83,1.0108225108225108
35366,0.38,3,H,VS2,63.0,56.0,898,4.61,4.57,2.89,1.0087527352297594
35367,0.38,4,H,VS2,62.8,56.0,898,4.62,4.59,2.89,1.0065359477124183
35368,0.38,3,F,SI1,60.4,58.0,898,4.72,4.68,2.84,1.0085470085470085
35369,0.41,3,G,VS1,62.5,59.0,899,4.73,4.77,2.97,0.9916142557651993
35370,0.41,0,G,VS1,62.7,57.0,899,4.74,4.77,2.98,0.9937106918238995
35371,0.41,3,G,VS1,62.6,58.0,899,4.7,4.75,2.96,0.9894736842105264
35372,0.41,4,G,VS1,61.7,57.0,899,4.78,4.81,2.96,0.9937629937629939
35373,0.41,0,G,VS1,62.4,57.0,899,4.71,4.74,2.95,0.9936708860759493
35374,0.41,4,G,VS1,60.8,57.0,899,4.8,4.84,2.93,0.9917355371900827
35375,0.41,4,G,VS1,62.4,57.0,899,4.7,4.75,2.95,0.9894736842105264
35376,0.41,0,G,VS1,60.5,57.0,899,4.81,4.85,2.92,0.9917525773195877
35377,0.41,4,H,VVS2,62.0,56.0,899,4.74,4.78,2.95,0.9916317991631799
35378,0.41,4,G,VS1,61.5,56.0,899,4.77,4.79,2.94,0.9958246346555323
35379,0.41,3,G,VS1,61.9,58.0,899,4.75,4.78,2.95,0.9937238493723849
35380,0.41,0,G,VS1,61.5,58.0,899,4.76,4.8,2.94,0.9916666666666667
35381,0.41,4,G,VS1,61.6,57.0,899,4.74,4.77,2.93,0.9937106918238995
35382,0.41,0,G,VS1,60.0,61.0,899,4.77,4.86,2.89,0.9814814814814813
35383,0.41,0,G,VS1,60.7,58.0,899,4.79,4.83,2.92,0.9917184265010351
35384,0.41,3,G,VS1,60.2,59.0,899,4.79,4.84,2.9,0.9896694214876034
35385,0.41,4,G,VS1,61.4,55.0,899,4.78,4.8,2.94,0.9958333333333335
35386,0.41,3,G,VS1,62.1,60.0,899,4.72,4.78,2.95,0.9874476987447698
35387,0.41,3,G,VS1,61.9,60.0,899,4.7,4.76,2.93,0.9873949579831933
35388,0.41,4,G,VS1,61.9,57.0,899,4.76,4.81,2.96,0.9896049896049897
35389,0.41,4,G,VS1,60.8,56.0,899,4.79,4.82,2.92,0.9937759336099584
35390,0.41,0,G,VS1,62.3,56.0,899,4.77,4.8,2.98,0.9937499999999999
35391,0.41,3,G,VS1,60.5,58.0,899,4.76,4.8,2.89,0.9916666666666667
35392,0.41,4,H,VVS2,62.5,56.0,899,4.74,4.77,2.97,0.9937106918238995
35393,0.41,0,G,VS1,61.7,57.0,899,4.75,4.78,2.94,0.9937238493723849
35394,0.41,0,H,VVS2,62.2,58.0,899,4.71,4.74,2.94,0.9936708860759493
35395,0.41,4,G,VS1,59.8,57.0,899,4.81,4.86,2.89,0.9897119341563785
35396,0.38,2,F,VS2,62.4,54.3,899,4.6,4.65,2.89,0.9892473118279569
35397,0.5,3,I,SI2,59.8,56.0,900,5.23,5.18,3.11,1.0096525096525097
35398,0.4,0,H,VVS1,60.5,59.0,900,4.73,4.76,2.87,0.9936974789915968
35399,0.39,0,E,VS1,60.0,59.0,900,4.76,4.8,2.87,0.9916666666666667
35400,0.41,4,G,VS2,61.6,54.0,900,4.81,4.84,2.97,0.993801652892562
35401,0.35,4,E,VS1,62.0,55.0,900,4.54,4.58,2.82,0.9912663755458515
35402,0.32,4,F,VS1,61.9,56.0,900,4.4,4.35,2.71,1.0114942528735633
35403,0.32,4,F,VS1,61.3,56.0,900,4.44,4.4,2.71,1.009090909090909
35404,0.32,4,F,VS1,61.9,56.0,900,4.4,4.36,2.71,1.0091743119266054
35405,0.32,4,E,VS2,61.9,56.0,900,4.4,4.36,2.71,1.0091743119266054
35406,0.32,4,E,VS2,61.3,57.0,900,4.45,4.42,2.72,1.006787330316742
35407,0.32,4,E,VS2,61.9,55.0,900,4.43,4.42,2.74,1.002262443438914
35408,0.32,3,E,VS2,60.5,55.0,900,4.49,4.43,2.7,1.0135440180586908
35409,0.32,4,E,VS2,62.3,56.0,900,4.41,4.38,2.74,1.0068493150684932
35410,0.32,4,E,VS2,62.1,55.0,900,4.42,4.4,2.74,1.0045454545454544
35411,0.4,3,G,SI1,59.2,61.0,900,4.81,4.78,2.84,1.006276150627615
35412,0.4,3,G,SI1,61.6,59.0,900,4.72,4.66,2.89,1.0128755364806865
35413,0.4,4,G,SI1,60.2,56.0,900,4.83,4.77,2.89,1.0125786163522013
35414,0.32,4,E,VS2,62.0,57.0,900,4.41,4.39,2.73,1.0045558086560364
35415,0.4,3,G,SI1,62.0,59.0,900,4.74,4.71,2.93,1.0063694267515924
35416,0.4,0,G,SI1,60.0,63.0,900,4.8,4.76,2.87,1.0084033613445378
35417,0.4,3,G,SI1,59.3,59.0,900,4.82,4.8,2.85,1.0041666666666669
35418,0.4,3,G,SI1,61.4,60.0,900,4.71,4.67,2.88,1.0085653104925054
35419,0.4,3,G,SI1,62.7,59.0,900,4.71,4.67,2.94,1.0085653104925054
35420,0.4,3,G,SI1,62.0,59.0,900,4.72,4.7,2.92,1.004255319148936
35421,0.4,3,G,SI1,61.1,61.0,900,4.76,4.7,2.89,1.0127659574468084
35422,0.4,3,G,SI1,62.8,60.0,900,4.7,4.66,2.94,1.0085836909871244
35423,0.32,3,E,VS2,60.5,58.0,900,4.48,4.44,2.7,1.009009009009009
35424,0.32,3,E,VS2,61.0,59.0,900,4.45,4.44,2.71,1.0022522522522521
35425,0.32,4,E,VS2,60.8,55.0,900,4.49,4.42,2.71,1.0158371040723984
35426,0.32,4,E,VS2,61.7,56.0,900,4.44,4.41,2.73,1.0068027210884354
35427,0.32,4,E,VS2,62.3,57.0,900,4.42,4.41,2.75,1.002267573696145
35428,0.32,3,E,VS2,61.2,59.0,900,4.43,4.4,2.7,1.0068181818181816
35429,0.32,4,E,VS2,61.4,56.0,900,4.43,4.4,2.71,1.0068181818181816
35430,0.32,4,E,VS2,61.8,55.0,900,4.43,4.4,2.73,1.0068181818181816
35431,0.32,4,E,VS2,62.1,56.0,900,4.43,4.4,2.74,1.0068181818181816
35432,0.32,4,E,VS2,62.1,54.0,900,4.42,4.4,2.74,1.0045454545454544
35433,0.32,4,E,VS2,62.1,55.0,900,4.43,4.39,2.74,1.0091116173120729
35434,0.32,4,E,VS2,62.0,55.0,900,4.46,4.38,2.74,1.0182648401826484
35435,0.32,4,E,VS2,62.0,55.0,900,4.41,4.39,2.73,1.0045558086560364
35436,0.32,3,E,VS2,60.5,59.0,900,4.43,4.39,2.67,1.0091116173120729
35437,0.32,4,E,VS2,61.5,55.0,900,4.43,4.38,2.71,1.0114155251141552
35438,0.32,4,E,VS2,62.0,54.0,900,4.41,4.37,2.72,1.0091533180778032
35439,0.32,4,E,VS2,62.2,56.0,900,4.41,4.37,2.73,1.0091533180778032
35440,0.32,3,E,VS2,61.7,58.0,900,4.41,4.38,2.71,1.0068493150684932
35441,0.32,4,E,VS2,62.1,56.0,900,4.41,4.38,2.73,1.0068493150684932
35442,0.32,4,E,VS2,62.6,53.0,900,4.38,4.37,2.74,1.0022883295194507
35443,0.32,4,E,VS2,62.0,57.0,900,4.41,4.37,2.72,1.0091533180778032
35444,0.32,4,E,VS2,62.3,54.0,900,4.4,4.37,2.73,1.0068649885583525
35445,0.32,4,E,VS2,62.2,55.0,900,4.38,4.37,2.72,1.0022883295194507
35446,0.32,4,E,VS2,61.7,55.0,900,4.42,4.36,2.71,1.013761467889908
35447,0.32,3,E,VS2,62.6,58.0,900,4.4,4.36,2.74,1.0091743119266054
35448,0.32,4,E,VS2,62.1,55.0,900,4.4,4.36,2.72,1.0091743119266054
35449,0.32,4,E,VS2,62.1,55.0,900,4.4,4.36,2.72,1.0091743119266054
35450,0.32,4,E,VS2,62.9,56.0,900,4.39,4.36,2.75,1.006880733944954
35451,0.32,4,E,VS2,62.0,55.0,900,4.38,4.36,2.71,1.0045871559633026
35452,0.32,4,E,VS2,62.7,55.0,900,4.38,4.36,2.74,1.0045871559633026
35453,0.32,4,E,VS2,62.2,55.0,900,4.38,4.36,2.72,1.0045871559633026
35454,0.32,4,E,VS2,62.8,54.0,900,4.38,4.35,2.74,1.006896551724138
35455,0.32,3,E,VS2,61.3,59.0,900,4.39,4.35,2.68,1.0091954022988505
35456,0.32,4,E,VS2,61.9,56.0,900,4.4,4.35,2.71,1.0114942528735633
35457,0.49,3,J,SI2,59.8,59.0,900,5.14,5.12,3.07,1.00390625
35458,0.32,4,E,VS2,61.6,55.0,900,4.42,4.41,2.72,1.002267573696145
35459,0.43,3,D,VS2,59.7,59.0,901,4.89,4.93,2.93,0.9918864097363083
35460,0.33,3,F,VVS2,62.3,60.0,901,4.43,4.4,2.75,1.0068181818181816
35461,0.31,4,F,IF,60.1,59.0,901,4.38,4.41,2.64,0.9931972789115646
35462,0.31,4,F,IF,61.1,55.0,901,4.41,4.43,2.7,0.9954853273137698
35463,0.31,4,F,IF,61.2,56.0,901,4.38,4.41,2.69,0.9931972789115646
35464,0.31,4,F,IF,61.6,56.0,901,4.35,4.38,2.69,0.9931506849315068
35465,0.31,4,F,IF,61.7,56.0,901,4.34,4.38,2.69,0.9908675799086758
35466,0.31,4,F,IF,61.9,54.0,901,4.38,4.41,2.72,0.9931972789115646
35467,0.31,4,F,IF,62.0,55.0,901,4.37,4.41,2.72,0.9909297052154195
35468,0.31,4,F,IF,61.7,56.0,901,4.38,4.41,2.71,0.9931972789115646
35469,0.31,4,F,IF,60.7,56.0,901,4.42,4.45,2.69,0.9932584269662921
35470,0.33,4,H,VVS1,62.5,56.0,901,4.44,4.42,2.77,1.0045248868778283
35471,0.33,4,G,VVS2,62.6,53.0,901,4.45,4.43,2.78,1.0045146726862304
35472,0.33,3,G,VVS2,61.5,62.0,901,4.43,4.39,2.71,1.0091116173120729
35473,0.39,4,G,VVS2,61.9,56.0,902,4.68,4.7,2.9,0.9957446808510637
35474,0.39,4,G,VVS2,60.7,55.0,902,4.75,4.78,2.89,0.9937238493723849
35475,0.39,4,G,VVS2,60.6,57.0,902,4.72,4.75,2.87,0.9936842105263157
35476,0.42,4,E,VS2,60.9,57.0,902,4.85,4.87,2.96,0.9958932238193018
35477,0.39,4,F,VS1,61.3,56.0,902,4.7,4.72,2.89,0.9957627118644069
35478,0.39,4,F,VS1,61.6,57.0,902,4.7,4.72,2.9,0.9957627118644069
35479,0.36,0,G,VS1,61.4,55.0,903,4.63,4.65,2.85,0.9956989247311827
35480,0.38,4,H,VVS1,61.2,57.0,903,4.65,4.67,2.85,0.9957173447537474
35481,0.31,4,F,VVS1,61.6,56.0,903,4.34,4.36,2.68,0.9954128440366972
35482,0.31,4,E,VVS1,61.0,57.0,903,4.39,4.37,2.67,1.0045766590389016
35483,0.31,4,E,VVS1,61.6,57.0,903,4.38,4.36,2.69,1.0045871559633026
35484,0.43,2,G,SI1,63.6,55.0,903,4.83,4.79,3.06,1.0083507306889352
35485,0.43,3,E,SI2,61.0,60.0,903,4.94,4.87,2.99,1.0143737166324436
35486,0.59,1,G,I1,64.6,56.0,903,5.26,5.2,3.38,1.0115384615384615
35487,0.43,0,G,SI1,63.1,58.0,903,4.79,4.75,3.01,1.0084210526315789
35488,0.46,0,F,SI1,60.1,57.0,904,5.01,5.04,3.02,0.994047619047619
35489,0.38,2,E,VVS1,62.4,64.0,904,4.59,4.61,2.87,0.9956616052060736
35490,0.43,4,F,VS2,61.5,56.0,904,4.85,4.89,2.99,0.9918200408997955
35491,0.4,4,E,VS2,60.9,56.0,904,4.78,4.81,2.92,0.9937629937629939
35492,0.41,4,F,SI1,61.6,57.0,904,4.8,4.78,2.95,1.00418410041841
35493,0.41,0,F,SI1,63.3,58.0,904,4.74,4.71,2.99,1.0063694267515924
35494,0.41,2,F,SI1,63.7,58.0,904,4.74,4.71,3.01,1.0063694267515924
35495,0.41,4,F,SI1,63.0,56.0,904,4.78,4.71,2.99,1.0148619957537155
35496,0.41,0,F,SI1,63.4,57.0,904,4.74,4.73,3.0,1.0021141649048626
35497,0.41,0,F,SI1,63.1,59.0,904,4.75,4.7,2.98,1.0106382978723405
35498,0.41,0,F,SI1,63.5,56.0,904,4.75,4.7,3.0,1.0106382978723405
35499,0.41,3,E,SI1,61.2,59.0,904,4.82,4.78,2.94,1.00836820083682
35500,0.41,3,E,SI1,59.3,61.0,904,4.84,4.8,2.86,1.0083333333333333
35501,0.41,4,E,SI1,61.4,57.0,904,4.8,4.78,2.94,1.00418410041841
35502,0.41,0,E,SI1,60.5,63.0,904,4.81,4.77,2.9,1.0083857442348008
35503,0.41,4,E,SI1,61.8,56.0,904,4.78,4.77,2.95,1.0020964360587004
35504,0.41,3,E,SI1,61.1,62.0,904,4.83,4.76,2.93,1.0147058823529413
35505,0.41,3,E,SI1,61.5,61.0,904,4.78,4.75,2.93,1.0063157894736843
35506,0.41,4,E,SI1,62.8,57.0,904,4.75,4.71,2.97,1.0084925690021231
35507,0.41,2,E,SI1,63.6,58.0,904,4.74,4.72,3.01,1.0042372881355932
35508,0.41,3,E,SI1,62.8,58.0,904,4.77,4.72,2.98,1.010593220338983
35509,0.41,0,E,SI1,63.1,57.0,904,4.78,4.73,3.0,1.0105708245243128
35510,0.41,3,E,SI1,61.8,60.0,904,4.78,4.74,2.94,1.0084388185654007
35511,0.41,2,E,SI1,63.6,56.0,904,4.73,4.7,3.0,1.0063829787234042
35512,0.41,0,E,SI1,63.2,58.0,904,4.72,4.68,2.97,1.0085470085470085
35513,0.4,4,H,VVS2,61.4,55.7,905,4.72,4.77,2.92,0.989517819706499
35514,0.35,4,E,VVS1,61.9,56.0,905,4.53,4.55,2.81,0.9956043956043957
35515,0.35,4,E,VVS1,61.8,56.0,905,4.5,4.53,2.79,0.9933774834437086
35516,0.43,0,I,VVS1,63.0,56.0,905,4.83,4.86,3.05,0.9938271604938271
35517,0.43,4,I,VVS1,62.2,57.0,905,4.81,4.84,3.0,0.993801652892562
35518,0.43,0,F,VS2,61.6,59.0,905,4.78,4.87,2.97,0.9815195071868583
35519,0.43,4,F,VS2,61.1,56.0,905,4.88,4.91,2.99,0.9938900203665987
35520,0.43,0,F,VS2,61.1,57.0,905,4.86,4.9,2.98,0.9918367346938776
35521,0.43,0,F,VS2,61.0,57.0,905,4.84,4.87,2.96,0.9938398357289527
35522,0.43,0,F,VS2,61.2,59.0,905,4.84,4.87,2.97,0.9938398357289527
35523,0.43,0,F,VS2,61.3,59.0,905,4.81,4.84,2.96,0.993801652892562
35524,0.43,3,F,VS2,59.8,58.0,905,4.89,4.94,2.94,0.9898785425101213
35525,0.32,4,H,VVS1,61.3,56.0,905,4.42,4.45,2.72,0.9932584269662921
35526,0.32,4,F,VVS1,60.7,56.0,905,4.45,4.43,2.7,1.0045146726862304
35527,0.3,4,D,VVS1,61.9,57.0,905,4.27,4.29,2.65,0.9953379953379953
35528,0.38,4,E,VS1,61.7,53.0,905,4.69,4.71,2.9,0.9957537154989385
35529,0.46,4,E,SI1,62.0,54.0,905,4.97,4.99,3.09,0.9959919839679358
35530,0.32,4,G,IF,61.5,55.0,905,4.4,4.42,2.71,0.9954751131221721
35531,0.32,4,G,IF,61.3,56.0,905,4.4,4.44,2.71,0.990990990990991
35532,0.36,3,F,VS2,59.4,56.0,905,4.71,4.69,2.79,1.0042643923240937
35533,0.3,3,G,VVS1,62.4,59.0,905,4.31,4.25,2.67,1.0141176470588233
35534,0.36,2,F,VS1,63.9,54.0,905,4.52,4.5,2.88,1.0044444444444443
35535,0.34,3,F,VS1,60.0,59.0,905,4.59,4.55,2.74,1.0087912087912088
35536,0.41,0,E,VS1,60.4,59.0,906,4.8,4.83,2.91,0.9937888198757764
35537,0.38,0,F,VS2,61.9,54.6,906,4.64,4.68,2.89,0.9914529914529915
35538,0.38,0,F,VS2,61.9,54.8,906,4.63,4.69,2.89,0.9872068230277184
35539,0.34,4,F,VVS1,61.4,55.0,906,4.53,4.56,2.79,0.9934210526315791
35540,0.33,4,E,VVS1,60.7,57.0,906,4.46,4.5,2.72,0.991111111111111
35541,0.33,4,E,VVS1,62.2,54.0,906,4.46,4.48,2.78,0.9955357142857142
35542,0.46,4,I,VS1,62.2,54.0,906,4.95,4.99,3.09,0.9919839679358717
35543,0.35,4,F,VS2,62.1,57.0,906,4.55,4.53,2.82,1.0044150110375274
35544,0.35,4,F,VS2,62.5,57.0,906,4.53,4.5,2.82,1.0066666666666668
35545,0.35,3,F,VS2,61.1,62.0,906,4.54,4.5,2.76,1.008888888888889
35546,0.35,4,F,VS2,61.4,55.0,906,4.6,4.55,2.81,1.010989010989011
35547,0.35,3,H,VVS2,62.7,58.0,906,4.5,4.46,2.81,1.0089686098654709
35548,0.35,4,H,VVS2,63.0,55.0,906,4.5,4.48,2.83,1.0044642857142856
35549,0.35,3,H,VVS2,62.5,58.0,906,4.51,4.48,2.81,1.0066964285714284
35550,0.35,4,H,VVS2,62.5,57.0,906,4.54,4.48,2.82,1.013392857142857
35551,0.35,3,H,VVS2,61.9,58.0,906,4.54,4.5,2.8,1.008888888888889
35552,0.35,4,H,VVS2,59.2,56.0,906,4.65,4.6,2.74,1.0108695652173914
35553,0.35,4,G,VS1,62.6,54.0,906,4.56,4.52,2.84,1.008849557522124
35554,0.35,3,G,VS1,61.2,56.0,906,4.56,4.53,2.78,1.0066225165562912
35555,0.35,3,G,VS1,60.7,61.0,906,4.58,4.54,2.77,1.0088105726872247
35556,0.35,4,G,VS1,60.5,57.0,906,4.58,4.55,2.76,1.0065934065934066
35557,0.35,3,G,VS1,62.9,58.0,906,4.49,4.48,2.82,1.0022321428571428
35558,0.35,3,G,VS1,61.7,61.0,906,4.52,4.49,2.78,1.0066815144766146
35559,0.35,3,G,VS1,62.3,59.0,906,4.53,4.49,2.81,1.0089086859688197
35560,0.35,3,G,VS1,61.5,58.0,906,4.54,4.5,2.78,1.008888888888889
35561,0.35,4,G,VS1,61.9,55.0,906,4.53,4.51,2.8,1.0044345898004436
35562,0.35,3,G,VS1,61.2,58.0,906,4.54,4.51,2.77,1.0066518847006651
35563,0.35,4,G,VS1,62.5,55.0,906,4.55,4.51,2.83,1.0088691796008868
35564,0.35,4,G,VS1,61.9,55.0,906,4.53,4.52,2.8,1.002212389380531
35565,0.35,4,G,VS1,62.1,56.0,906,4.56,4.52,2.82,1.008849557522124
35566,0.35,4,F,VS2,61.4,54.0,906,4.58,4.54,2.8,1.0088105726872247
35567,0.35,4,F,VS2,62.3,55.0,906,4.56,4.53,2.83,1.0066225165562912
35568,0.35,4,F,VS2,62.1,56.0,906,4.57,4.54,2.83,1.0066079295154187
35569,0.35,4,F,VS2,61.4,54.0,906,4.58,4.54,2.8,1.0088105726872247
35570,0.35,4,F,VS2,60.5,57.0,906,4.6,4.52,2.76,1.0176991150442478
35571,0.35,3,F,VS2,61.5,59.0,906,4.55,4.53,2.79,1.0044150110375274
35572,0.35,4,F,VS2,61.4,56.0,906,4.56,4.53,2.79,1.0066225165562912
35573,0.35,3,F,VS2,61.4,59.0,906,4.56,4.53,2.79,1.0066225165562912
35574,0.35,4,F,VS2,61.5,57.0,906,4.56,4.52,2.79,1.008849557522124
35575,0.35,4,F,VS2,60.8,57.0,906,4.56,4.52,2.76,1.008849557522124
35576,0.35,4,F,VS2,61.9,54.0,906,4.54,4.5,2.8,1.008888888888889
35577,0.35,3,F,VS2,62.0,59.0,906,4.55,4.51,2.81,1.0088691796008868
35578,0.35,4,F,VS2,62.4,55.0,906,4.53,4.51,2.82,1.0044345898004436
