,carat,cut,color,clarity,depth,table,price,x,y,z,density
26003,1.02,Premium,D,IF,61.5,60.0,15231,6.45,6.52,3.99,0.006078829546401316
26004,2.02,Ideal,J,VS1,61.9,58.0,15231,8.06,8.1,5.0,0.006188156725791134
26005,2.56,Good,J,SI2,63.6,62.0,15231,8.62,8.57,5.47,0.006335261577431927
26006,2.12,Premium,I,SI2,60.6,59.0,15235,8.3,8.27,5.02,0.006152456359495223
26007,2.2,Premium,I,SI2,63.0,59.0,15238,8.22,8.19,5.17,0.006320863596838128
26008,1.7,Premium,D,SI1,61.9,59.0,15238,7.64,7.61,4.72,0.006194823075269928
26009,1.52,Ideal,E,VS2,62.2,57.0,15239,7.34,7.38,4.58,0.006126686922783463
26010,0.35,Ideal,D,SI1,62.3,55.0,644,4.52,4.56,2.83,0.006000374149044083
26011,0.35,Ideal,D,SI1,62.3,55.0,644,4.51,4.54,2.82,0.006061589770031597
26012,0.35,Ideal,D,SI1,61.6,56.0,644,4.49,4.53,2.78,0.006189829770131298
26013,0.35,Premium,D,SI1,60.9,58.0,644,4.52,4.55,2.76,0.006166079655883427
26014,0.35,Good,D,SI1,63.3,57.0,644,4.51,4.53,2.86,0.005990006136846859
26015,0.38,Very Good,H,VS2,61.5,55.0,645,4.66,4.67,2.86,0.006105409051802339
26016,0.3,Very Good,D,VS1,63.0,56.0,645,4.27,4.33,2.71,0.005987371316671451
26017,0.36,Ideal,I,VVS1,61.5,55.0,645,4.61,4.63,2.84,0.005938848469159526
26018,0.38,Ideal,J,VS1,62.0,53.0,645,4.66,4.7,2.9,0.005982763343923874
26019,0.31,Ideal,G,VS1,60.8,57.0,645,4.39,4.42,2.68,0.00596128808743879
26020,0.31,Ideal,G,VS1,61.3,55.0,645,4.39,4.42,2.7,0.005917130397902206
26021,0.34,Premium,F,VS2,58.1,61.0,645,4.6,4.55,2.66,0.006107001857247036
26022,0.32,Ideal,F,VS2,62.3,56.0,645,4.37,4.4,2.73,0.0060961159359328694
26023,0.32,Ideal,F,VS2,61.9,56.0,645,4.41,4.44,2.74,0.005964552367054974
26024,0.32,Ideal,G,VS1,61.6,57.0,645,4.38,4.42,2.71,0.006099360565910872
26025,0.32,Ideal,G,VS1,62.0,56.0,645,4.37,4.41,2.72,0.0061046539134341745
26026,0.32,Ideal,G,VS1,61.2,57.0,645,4.4,4.43,2.7,0.006080367254182152
26027,0.32,Very Good,F,VS2,62.8,53.0,645,4.34,4.38,2.74,0.006143778863281106
26028,0.32,Very Good,G,VS1,61.3,62.0,645,4.39,4.42,2.7,0.0061080055720280834
26029,0.32,Ideal,F,VS2,62.6,55.0,645,4.38,4.41,2.75,0.0060242721690862595
26030,0.32,Ideal,G,VS1,61.2,56.0,645,4.42,4.44,2.71,0.006016936774479644
26031,0.32,Ideal,G,VS1,61.3,57.0,645,4.37,4.4,2.69,0.0061867645000359605
26032,0.32,Ideal,F,VS2,61.3,57.0,645,4.37,4.4,2.69,0.0061867645000359605
26033,0.32,Premium,G,VS1,59.2,59.0,645,4.45,4.47,2.64,0.0060936641888304655
26034,0.32,Very Good,H,VVS2,61.0,58.0,645,4.41,4.44,2.7,0.006052916105826158
26035,0.32,Ideal,F,VS2,62.1,57.0,645,4.35,4.38,2.71,0.00619751119570714
26036,0.32,Premium,G,VS1,61.7,58.0,645,4.38,4.41,2.71,0.006113191315493437
26037,0.32,Good,F,VS2,63.6,57.0,645,4.34,4.37,2.77,0.006091146469116573
26038,0.32,Very Good,H,VVS2,61.6,55.0,645,4.42,4.44,2.73,0.005972856651589684
26039,0.32,Ideal,F,VS2,61.3,56.0,645,4.41,4.43,2.71,0.006044193670849041
26040,1.5,Premium,D,VS2,61.8,60.0,15240,7.37,7.3,4.53,0.006154640765312346
26041,1.91,Very Good,G,SI1,63.1,59.0,15241,7.9,7.86,4.97,0.00618909773907399
26042,2.07,Very Good,I,SI2,63.1,57.0,15245,8.2,8.1,5.14,0.006063290204886485
26043,2.5,Ideal,J,SI2,63.8,53.0,15246,8.56,8.5,5.45,0.006304502423450731
26044,1.62,Ideal,G,VS1,62.7,56.0,15246,7.44,7.51,4.69,0.006182004249738684
26045,1.36,Ideal,F,VVS1,61.3,57.0,15247,7.13,7.23,4.4,0.005995955551628792
26046,1.26,Ideal,F,VVS1,61.1,57.0,15247,6.96,6.98,4.26,0.006088303360325971
26047,2.41,Premium,H,SI2,58.7,61.0,15248,8.85,8.76,5.17,0.006012832732324505
26048,2.0,Very Good,I,SI1,58.5,58.0,15249,8.24,8.28,4.83,0.006069114296764929
26049,1.59,Premium,E,VS2,62.3,59.0,15249,7.43,7.38,4.61,0.006290005473254197
26050,1.52,Ideal,D,VS2,62.3,56.0,15252,7.41,7.32,4.59,0.006105224148725702
26051,1.51,Premium,F,VS2,59.1,60.0,15253,7.52,7.45,4.42,0.006097903742610633
26052,2.19,Ideal,I,SI2,62.5,56.0,15254,8.31,8.24,5.18,0.006174277142697458
26053,2.01,Good,E,SI2,63.1,58.0,15255,7.89,8.01,5.02,0.006335528092648796
26054,1.75,Very Good,E,SI1,60.3,61.0,15255,7.74,7.82,4.69,0.006164778715514597
26055,2.0,Ideal,I,SI1,62.8,56.0,15258,8.04,7.95,5.02,0.006233085742701463
26056,2.13,Ideal,J,VS2,62.1,55.0,15258,8.23,8.29,5.13,0.0060856626271323854
26057,1.7,Very Good,G,VS2,62.6,57.0,15259,7.6,7.67,4.78,0.006101155142469868
26058,2.02,Good,F,SI2,61.9,61.0,15261,8.06,8.02,4.98,0.006274983910568481
26059,1.52,Very Good,G,VVS2,62.9,59.0,15265,7.25,7.29,4.57,0.00629305971772108
26060,2.03,Ideal,I,SI1,61.8,57.0,15272,8.07,8.14,5.01,0.006168227346688268
26061,1.53,Ideal,G,VVS2,61.4,59.0,15275,7.4,7.42,4.55,0.006124130113348442
26062,1.77,Premium,E,VS2,61.6,58.0,15278,7.78,7.71,4.77,0.006186156635457192
26063,1.51,Very Good,G,VVS1,62.2,58.0,15281,7.3,7.33,4.55,0.006202099307931972
26064,1.65,Ideal,G,VS1,62.3,55.0,15281,7.56,7.6,4.72,0.0060842430936097315
26065,2.11,Ideal,I,SI1,62.0,55.0,15282,8.23,8.18,5.09,0.00615760085816061
26066,2.11,Fair,I,SI1,67.2,60.0,15282,7.86,7.8,5.26,0.00654303980574552
26067,2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19,0.006262880919377559
26068,2.13,Ideal,H,SI2,61.8,57.0,15288,8.21,8.25,5.09,0.006178239153981516
26069,2.03,Ideal,I,SI1,62.9,57.0,15291,8.06,8.02,5.06,0.006206347820755001
26070,2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04,0.0060788204170557116
26071,2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04,0.0060788204170557116
26072,1.5,Premium,F,VS1,62.3,58.0,15291,7.33,7.28,4.55,0.0061779516976434665
26073,1.55,Ideal,E,VS2,61.9,58.0,15293,7.39,7.45,4.59,0.006133640268606749
26074,1.57,Ideal,G,VS1,61.2,57.0,15301,7.53,7.6,4.63,0.005925296578077067
26075,1.51,Premium,G,VVS2,60.9,58.0,15303,7.42,7.38,4.51,0.00611420700541058
26076,1.51,Ideal,G,VVS2,60.5,56.0,15303,7.45,7.42,4.5,0.006070217542928699
26077,1.02,Very Good,D,IF,62.7,57.0,15306,6.36,6.46,4.02,0.006175675742439738
26078,2.04,Ideal,I,SI1,60.0,60.0,15308,8.3,8.26,4.97,0.0059870879643507645
26079,1.68,Very Good,F,VS2,61.1,60.0,15309,7.63,7.7,4.68,0.0061100978532171194
26080,2.0,Very Good,H,SI2,59.7,61.0,15312,8.15,8.2,4.88,0.006132516318625924
26081,2.0,Premium,H,SI2,60.7,60.0,15312,8.07,8.11,4.91,0.006223778307871498
26082,2.24,Ideal,J,VS2,61.8,54.0,15316,8.41,8.36,5.18,0.0061505787771511545
26083,1.54,Premium,E,VS2,62.7,58.0,15316,7.37,7.33,4.61,0.006183698877539397
26084,1.62,Ideal,G,VS2,61.7,54.0,15318,7.57,7.58,4.68,0.006032593701596815
26085,2.41,Premium,J,VS1,61.1,60.0,15320,8.66,8.6,5.27,0.006140306982736719
26086,2.08,Premium,I,SI2,61.2,58.0,15321,8.24,8.16,5.02,0.006162291629218896
26087,2.03,Premium,G,SI1,61.9,59.0,15322,8.14,8.09,5.02,0.006140721400818219
26088,2.31,Premium,J,SI1,61.1,60.0,15323,8.58,8.51,5.22,0.006060725700905612
26089,1.54,Premium,E,VS2,60.8,58.0,15323,7.44,7.39,4.51,0.006210503416309208
26090,2.51,Ideal,H,SI1,62.9,56.0,15324,8.65,8.61,5.43,0.006206612517557944
26091,2.0,Fair,E,SI1,65.7,60.0,15330,7.7,7.8,5.09,0.006542246227904381
26092,1.56,Very Good,G,VVS1,59.7,59.0,15334,7.48,7.57,4.49,0.006135935418870654
26093,2.02,Very Good,D,SI2,60.6,57.0,15334,8.19,8.25,4.98,0.006003218854624477
26094,2.01,Very Good,I,VS1,61.5,62.0,15335,7.94,8.07,4.92,0.006375832769405199
26095,1.5,Premium,F,VS1,59.6,60.0,15338,7.41,7.49,4.44,0.006087069540094626
26096,2.03,Good,I,SI1,62.7,61.0,15339,8.04,7.93,5.01,0.006355197856218326
26097,2.09,Premium,I,SI1,60.8,59.0,15339,8.28,8.24,5.02,0.006102180088800094
26098,1.52,Ideal,E,VS2,62.4,55.0,15348,7.32,7.42,4.6,0.006083741744522552
26099,2.0,Fair,F,SI2,70.2,57.0,15351,7.63,7.59,5.34,0.006467291328108008
26100,3.04,Very Good,I,SI2,63.2,59.0,15354,9.14,9.07,5.75,0.0063775262687474875
26101,1.92,Very Good,E,SI2,62.5,59.0,15364,7.85,7.92,4.93,0.006264111379032375
26102,1.53,Premium,G,VVS2,62.5,60.0,15365,7.31,7.34,4.58,0.0062260487364026555
26103,1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56,0.006013016411997736
26104,2.29,Premium,G,SI2,62.4,60.0,15366,8.41,8.36,5.23,0.006227755016587204
26105,1.02,Premium,D,IF,61.5,60.0,15370,6.52,6.45,3.99,0.006078829546401316
26106,2.01,Good,I,SI1,62.2,61.0,15371,7.94,8.01,4.96,0.006371788656557623
26107,2.24,Premium,I,SI2,61.9,58.0,15375,8.29,8.36,5.15,0.006275957317438427
26108,1.27,Ideal,F,IF,61.3,55.0,15377,6.98,7.02,4.29,0.0060416267895512625
26109,1.51,Ideal,F,VS1,62.5,57.0,15378,7.33,7.3,4.57,0.006174956641376471
26110,2.01,Premium,I,VS2,62.1,59.0,15379,7.98,8.06,4.98,0.0062752174765593445
26111,2.2,Ideal,J,VS2,61.6,57.0,15384,8.34,8.39,5.15,0.0061050249100278895
26112,1.7,Good,E,VS2,64.1,60.0,15385,7.43,7.52,4.79,0.006351945360237204
26113,1.36,Ideal,F,VVS1,61.3,57.0,15386,7.23,7.13,4.4,0.005995955551628792
26114,2.07,Premium,I,SI1,59.4,61.0,15392,8.35,8.31,4.95,0.006026673269804335
26115,2.0,Good,E,SI2,64.7,57.0,15393,7.75,7.86,5.05,0.006501512007886334
26116,2.06,Premium,I,VS1,58.4,55.0,15393,8.42,8.35,4.9,0.005979606060069496
26117,2.01,Good,D,SI2,64.6,55.0,15394,7.85,7.98,5.11,0.006279175321229019
26118,2.54,Very Good,I,SI2,63.5,58.0,15394,8.67,8.56,5.47,0.006256818084226151
26119,1.75,Premium,E,SI1,60.3,61.0,15394,7.82,7.74,4.69,0.006164778715514597
26120,1.54,Ideal,G,VS2,60.8,57.0,15395,7.44,7.46,4.53,0.006125065760933306
26121,2.01,Premium,H,VS2,62.6,58.0,15395,8.03,7.94,5.0,0.006305071347685474
26122,2.01,Ideal,H,VS2,63.0,55.0,15395,8.03,7.97,5.04,0.006231486439801869
26123,2.25,Premium,I,SI1,61.3,58.0,15397,8.52,8.42,0.0,inf
26124,2.04,Premium,E,SI2,62.7,60.0,15398,8.04,8.0,5.03,0.006305450876828582
26125,1.52,Premium,G,VVS2,62.9,59.0,15404,7.29,7.25,4.57,0.00629305971772108
26126,2.04,Very Good,I,SI1,63.1,58.0,15412,8.06,7.99,5.06,0.006260338688496608
26127,2.28,Premium,H,SI2,62.5,58.0,15413,8.39,8.33,5.23,0.006237724592317572
26128,1.54,Ideal,G,VVS2,62.0,54.0,15415,7.36,7.43,4.59,0.006135379165157523
26129,2.75,Premium,H,SI2,60.5,61.0,15415,8.99,8.97,5.48,0.006223002859838667
26130,2.14,Premium,I,VS2,59.3,59.0,15418,8.39,8.43,5.0,0.006051377324584286
26131,1.51,Good,G,VVS1,57.9,62.0,15420,7.54,7.53,4.36,0.006099919952891489
26132,1.51,Premium,G,VVS1,62.2,58.0,15420,7.33,7.3,4.55,0.006202099307931972
26133,2.2,Very Good,I,SI2,60.2,60.0,15424,8.42,8.49,5.09,0.00604623630557021
26134,1.55,Ideal,F,VS2,61.8,54.0,15426,7.44,7.48,4.61,0.006041659416675366
26135,1.61,Ideal,F,VS2,62.9,56.0,15426,7.52,7.46,4.71,0.006093240230439232
26136,1.61,Premium,F,VS2,62.3,59.0,15426,7.53,7.47,4.67,0.0061290535728276635
26137,2.26,Premium,H,SI2,61.3,60.0,15428,8.5,8.43,5.19,0.006077074786606611
26138,2.47,Ideal,J,SI2,62.1,57.0,15430,8.64,8.57,5.34,0.006246850777899336
26139,2.3,Ideal,G,SI2,61.6,57.0,15433,8.47,8.41,5.2,0.006209334930554257
26140,1.51,Very Good,F,VS1,61.7,59.0,15440,7.29,7.33,4.51,0.0062656899775521075
26141,1.5,Ideal,F,VS2,61.9,56.4,15444,7.31,7.33,4.53,0.006179761372964011
26142,1.54,Very Good,G,IF,59.4,60.0,15444,7.55,7.61,4.5,0.0059563004798882995
26143,2.0,Very Good,H,SI2,62.6,56.0,15446,7.98,8.09,5.03,0.006159005581247744
26144,2.05,Ideal,J,VS1,61.8,58.0,15450,8.12,8.16,5.03,0.006150914468755898
26145,2.0,Ideal,H,VS2,62.4,55.0,15451,8.03,7.94,4.99,0.006286275384286458
26146,2.0,Premium,H,SI2,59.7,61.0,15451,8.2,8.15,4.88,0.006132516318625924
26147,2.0,Premium,H,SI2,60.7,60.0,15451,8.11,8.07,4.91,0.006223778307871498
26148,2.13,Very Good,G,SI2,61.5,57.0,15454,8.27,8.34,5.11,0.006043480750058268
26149,1.64,Ideal,F,VS2,61.8,53.0,15458,7.62,7.63,4.71,0.005988849944566255
26150,1.78,Premium,H,VS1,60.2,59.0,15460,7.83,7.96,4.75,0.006012451178389764
26151,1.59,Premium,F,VS2,60.2,60.0,15461,7.59,7.62,4.58,0.006002537737048709
26152,1.11,Ideal,E,IF,61.8,55.0,15464,6.65,6.69,4.12,0.006055890302621022
26153,2.18,Premium,J,VS2,60.1,58.0,15465,8.46,8.41,5.07,0.006043411622071584
26154,1.53,Very Good,G,VVS2,62.5,57.0,15466,7.33,7.38,4.6,0.006148557837675181
26155,2.01,Good,H,SI1,63.9,59.0,15467,7.81,7.91,5.02,0.006481340276162236
26156,1.92,Ideal,H,SI1,61.3,57.0,15472,8.0,8.06,4.92,0.006052169702838468
26157,2.1,Very Good,I,SI1,59.9,61.0,15474,8.26,8.34,4.97,0.006133619176343271
26158,2.01,Premium,I,VS1,61.5,62.0,15475,8.07,7.94,4.92,0.006375832769405199
26159,2.07,Ideal,H,SI2,61.9,55.0,15475,8.15,8.23,5.07,0.006087022991876779
26160,1.5,Premium,F,VS1,59.6,60.0,15478,7.49,7.41,4.44,0.006087069540094626
26161,2.0,Premium,G,SI2,60.1,62.0,15485,8.07,8.0,4.83,0.006413858038231724
26162,2.0,Very Good,G,SI2,63.5,55.0,15485,8.03,7.93,5.07,0.006194885785401853
26163,2.11,Ideal,I,SI1,61.0,57.0,15486,8.37,8.29,5.08,0.005986028145044719
26164,1.52,Ideal,E,VS2,62.4,55.0,15488,7.42,7.32,4.6,0.006083741744522552
26165,2.06,Premium,I,SI1,60.8,60.0,15494,8.25,8.16,4.99,0.00613228834377013
26166,1.21,Ideal,F,IF,62.8,56.0,15497,6.75,6.84,4.27,0.0061375864271080455
26167,2.02,Premium,G,SI2,61.0,58.0,15498,8.15,8.22,4.99,0.006042565928357842
26168,2.14,Premium,I,SI1,59.5,59.0,15499,8.42,8.36,4.99,0.006092490473679405
26169,1.53,Premium,G,VVS2,62.5,60.0,15505,7.34,7.31,4.58,0.0062260487364026555
26170,1.53,Ideal,G,VVS2,61.0,55.0,15505,7.5,7.44,4.56,0.006013016411997736
26171,1.5,Very Good,F,VS1,61.9,58.0,15508,7.34,7.4,4.56,0.00605617807682916
26172,2.19,Ideal,I,SI2,61.5,57.0,15509,8.31,8.44,5.15,0.006063081630174944
26173,2.0,Very Good,I,VS2,59.5,62.0,15510,8.13,8.21,4.86,0.006165382476068034
26174,2.1,Ideal,I,SI2,61.9,56.0,15511,8.2,8.22,5.08,0.006132956898279829
26175,1.55,Ideal,G,VVS2,61.9,54.0,15512,7.41,7.45,4.6,0.006103787222765
26176,1.51,Very Good,D,VS1,62.8,57.0,15513,7.23,7.29,4.56,0.006282699369856071
26177,2.24,Premium,I,SI2,61.9,58.0,15515,8.36,8.29,5.15,0.006275957317438427
26178,2.06,Premium,I,SI1,61.0,58.0,15517,8.24,8.19,5.01,0.006092820464077951
26179,2.01,Premium,I,VS2,62.1,59.0,15520,8.06,7.98,4.98,0.0062752174765593445
26180,1.52,Premium,F,VS1,61.0,58.0,15522,7.42,7.39,4.52,0.006132771864082154
26181,2.01,Premium,H,VS2,61.1,61.0,15528,8.14,8.09,4.96,0.006153772751324486
26182,2.01,Premium,I,SI1,62.4,61.0,15528,8.01,7.99,4.99,0.006293847509487434
26183,2.01,Premium,I,SI1,60.9,60.0,15528,8.1,8.06,4.92,0.0062576446001570574
26184,1.51,Ideal,G,VVS2,62.1,58.0,15529,7.34,7.31,4.54,0.006198800473814962
26185,2.11,Very Good,H,SI2,61.5,60.0,15530,8.22,8.3,5.08,0.0060879185458426605
26186,1.51,Premium,D,VS2,61.7,58.0,15531,7.33,7.29,4.51,0.0062656899775521075
26187,1.3,Ideal,D,VVS1,61.6,55.7,15535,6.98,7.02,4.31,0.006155644738536529
26188,2.0,Fair,E,SI2,59.9,61.0,15540,8.16,8.04,4.86,0.006272598919386766
26189,2.0,Fair,D,SI1,64.8,58.0,15540,7.98,7.89,5.14,0.006179978754963435
26190,2.04,Premium,I,SI2,60.2,59.0,15543,8.28,8.22,4.97,0.006030754150063469
26191,1.75,Very Good,D,SI1,61.4,60.0,15544,7.76,7.8,4.78,0.006048585557277271
26192,2.14,Premium,I,VS2,59.3,59.0,15559,8.43,8.39,5.0,0.006051377324584286
26193,2.01,Premium,G,SI2,59.4,58.0,15562,8.19,8.15,4.85,0.006208873453197025
26194,2.01,Fair,G,SI2,65.6,56.0,15562,7.89,7.84,6.16,0.005274997757732295
26195,2.01,Ideal,H,SI2,60.1,57.0,15562,8.24,8.2,4.94,0.006021823808505762
26196,2.01,Very Good,G,SI2,63.3,58.0,15563,8.01,8.05,5.08,0.0061362627668610295
26197,1.7,Premium,G,VS2,62.6,61.0,15568,7.64,7.54,4.75,0.0062128462656773865
26198,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01,0.006268753829816794
26199,1.58,Ideal,E,VS2,62.7,56.0,15579,7.45,7.55,4.7,0.005976624965837726
26200,1.51,Premium,F,VS1,61.7,59.0,15581,7.33,7.29,4.51,0.0062656899775521075
26201,2.22,Ideal,G,SI2,60.9,57.0,15584,8.47,8.42,5.14,0.006056118349603214
26202,1.5,Fair,E,VS1,65.4,57.0,15584,7.14,7.07,4.65,0.006390291664414088
26203,1.5,Ideal,F,VS2,61.9,56.0,15584,7.33,7.31,4.53,0.006179761372964011
26204,1.5,Very Good,F,VS1,60.5,55.0,15585,7.39,7.48,4.5,0.00603021378313904
26205,2.01,Good,I,VS2,59.9,65.0,15587,8.14,8.19,4.89,0.006165650337429478
26206,2.09,Ideal,H,SI2,62.0,59.0,15589,8.15,8.2,5.07,0.0061683195697169145
26207,1.53,Ideal,F,VS1,61.5,59.0,15592,7.38,7.46,4.56,0.006094406224152548
26208,1.89,Very Good,D,SI2,62.7,58.0,15594,7.75,7.81,4.88,0.006398663119527704
26209,1.5,Very Good,D,VS1,60.2,59.0,15600,7.3,7.36,4.41,0.006330703812197898
26210,1.78,Premium,H,VS1,60.2,59.0,15601,7.96,7.83,4.75,0.006012451178389764
26211,1.59,Premium,F,VS2,60.2,60.0,15602,7.62,7.59,4.58,0.006002537737048709
26212,2.26,Ideal,I,SI2,61.5,57.0,15606,8.36,8.44,5.17,0.006195397440338104
26213,2.02,Premium,H,SI2,61.4,59.0,15606,8.15,8.08,4.98,0.006159607756178086
26214,1.56,Ideal,G,VVS2,62.3,54.0,15609,7.41,7.45,4.63,0.0061033619606439965
26215,1.56,Ideal,G,VVS2,62.5,55.0,15609,7.39,7.45,4.64,0.006106690458750246
26216,2.15,Ideal,J,VS1,60.9,55.0,15613,8.35,8.39,5.1,0.006017551939519965
26217,2.1,Premium,I,SI1,59.9,61.0,15615,8.34,8.26,4.97,0.006133619176343271
26218,2.04,Very Good,H,SI2,62.7,56.0,15618,8.06,8.12,5.07,0.006147961469785193
26219,2.01,Very Good,E,SI2,63.3,61.0,15618,7.86,7.8,4.96,0.006609935660662082
26220,2.01,Good,H,SI1,60.9,65.0,15618,8.22,8.18,4.99,0.0059906009438254375
26221,1.53,Good,F,VS1,60.8,61.0,15619,7.31,7.39,4.47,0.006336101012656785
26222,2.01,Fair,D,SI2,59.4,66.0,15627,8.2,8.17,4.86,0.006173392347278565
26223,2.18,Ideal,I,SI1,61.2,56.0,15646,8.39,8.51,5.17,0.005905741446157276
26224,2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06,0.0060891122972701875
26225,1.52,Good,E,VS1,63.9,56.0,15649,7.21,7.25,4.62,0.006294023224531618
26226,1.52,Very Good,F,VS2,62.9,53.3,15649,7.31,7.36,4.61,0.006128405183830867
26227,2.04,Premium,G,SI2,60.3,59.0,15651,8.23,8.3,4.98,0.005996846011753464
26228,2.01,Premium,H,VS2,62.8,59.0,15651,8.03,7.97,5.02,0.006256313079004267
26229,2.0,Premium,I,VS2,59.5,62.0,15651,8.21,8.13,4.86,0.006165382476068034
26230,2.1,Ideal,I,SI2,61.9,56.0,15653,8.22,8.2,5.08,0.006132956898279829
26231,2.08,Premium,I,VVS1,62.2,58.0,15654,8.22,8.18,5.1,0.006065519980114427
26232,1.55,Very Good,F,VS1,61.6,56.0,15658,7.38,7.45,4.57,0.006168830871631524
26233,1.7,Premium,E,SI1,62.3,57.0,15662,7.68,7.6,4.76,0.006118812656641605
26234,1.42,Very Good,F,VVS1,58.4,62.0,15665,7.35,7.38,4.3,0.006088021645918089
26235,2.02,Very Good,H,SI2,62.7,59.0,15666,8.04,7.98,5.02,0.006271749620428747
26236,1.71,Premium,G,VS2,59.3,60.0,15671,7.86,7.81,4.65,0.005990589729417673
26237,1.04,Premium,D,IF,60.6,56.0,15671,6.6,6.54,3.98,0.006053807169477264
26238,2.01,Premium,H,SI2,62.2,61.0,15673,8.08,8.04,5.01,0.0061757672773265345
26239,2.01,Very Good,I,VS2,62.5,61.0,15675,7.97,8.03,5.0,0.006281338331320285
26240,2.01,Ideal,I,SI1,62.3,57.0,15680,8.04,8.08,5.02,0.006163464952072897
26241,2.03,Premium,I,SI1,61.4,58.0,15683,8.13,8.09,4.98,0.006197658295107976
26242,2.18,Very Good,I,SI2,58.9,60.0,15684,8.51,8.55,5.02,0.005968388730247473
26243,1.2,Premium,D,VVS1,62.1,59.0,15686,0.0,0.0,0.0,inf
26244,1.51,Ideal,F,VS2,62.4,53.0,15688,7.37,7.32,4.58,0.006111290105806749
26245,2.03,Very Good,E,SI2,63.0,61.0,15690,7.99,8.04,5.05,0.0062575140259248496
26246,2.06,Ideal,I,VS2,59.2,57.0,15691,8.39,8.29,4.94,0.005995477535623803
26247,2.0,Very Good,H,SI2,63.0,59.0,15694,7.94,8.07,5.04,0.006193061917688064
26248,2.02,Fair,H,SI1,56.2,61.0,15695,8.8,8.33,4.81,0.005728997325635981
26249,2.08,Very Good,H,SI2,59.0,59.0,15696,8.37,8.41,4.95,0.005969482484469337
26250,1.63,Ideal,G,VS1,61.7,55.0,15697,7.56,7.6,4.68,0.006061866441983401
26251,2.05,Very Good,H,VS2,63.5,62.0,15701,8.05,7.91,5.07,0.0063499972594341075
26252,2.18,Ideal,I,SI2,62.5,55.0,15706,8.31,8.34,5.2,0.006049034696153102
26253,2.01,Premium,I,SI1,62.4,61.0,15707,8.01,7.99,4.99,0.006293847509487434
26254,2.0,Good,I,VS1,58.8,65.0,15708,8.03,8.1,4.74,0.0064871074253961564
26255,1.5,Premium,F,VS1,62.2,60.0,15708,7.27,7.3,4.53,0.006239298822606877
26256,2.27,Ideal,I,SI2,63.0,54.0,15710,8.36,8.39,5.28,0.0061294809043610015
26257,2.16,Ideal,J,VS1,61.4,59.0,15714,8.27,8.33,5.1,0.006147988749522144
26258,2.06,Premium,I,SI1,60.8,60.0,15716,8.25,8.16,4.99,0.00613228834377013
26259,2.03,Ideal,G,SI2,62.6,56.0,15717,8.15,8.1,5.08,0.006053265155079882
26260,2.13,Ideal,I,SI2,62.0,55.0,15718,8.25,8.27,5.12,0.006097477190282511
26261,1.58,Ideal,E,VS2,62.7,56.0,15721,7.55,7.45,4.7,0.005976624965837726
26262,2.01,Good,I,VS2,59.9,65.0,15729,8.19,8.14,4.89,0.006165650337429478
26263,2.01,Ideal,I,VS2,66.7,56.0,15729,7.75,7.65,5.14,0.006595835271475226
26264,2.01,Fair,I,VS2,66.3,57.0,15729,7.79,7.74,5.15,0.006473071587437719
26265,2.01,Ideal,I,VS2,64.8,55.0,15729,7.91,7.87,5.12,0.006306303683272906
26266,2.24,Ideal,I,SI2,62.1,53.6,15730,8.38,8.41,5.21,0.006100568115950492
26267,1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76,0.006070497906285273
26268,2.0,Very Good,H,SI1,62.2,57.0,15745,7.97,8.08,4.99,0.006223859324049542
26269,2.46,Ideal,G,SI2,63.0,56.0,15745,8.6,8.52,5.44,0.006171605556733011
26270,2.48,Very Good,H,SI2,63.3,56.0,15746,8.6,8.55,5.43,0.006211368356935281
26271,2.15,Premium,G,SI2,58.9,58.0,15751,8.46,8.41,4.97,0.006080169861959952
26272,2.07,Very Good,I,SI1,63.1,59.0,15751,8.11,8.02,5.09,0.006252552408184456
26273,1.7,Ideal,G,VS2,62.9,55.0,15756,7.66,7.6,4.8,0.0060836654298932705
26274,2.11,Premium,G,SI2,59.1,59.0,15757,8.33,8.4,4.94,0.006104234637753307
26275,2.17,Very Good,I,SI1,62.1,61.0,15760,8.24,8.27,5.13,0.006207398793711901
26276,1.52,Ideal,G,VVS2,60.6,57.0,15760,7.45,7.49,4.52,0.006026526390278008
26277,2.04,Premium,H,SI2,62.7,56.0,15760,8.12,8.06,5.07,0.006147961469785193
26278,2.0,Fair,H,SI1,65.6,58.0,15762,7.92,7.76,5.15,0.006318818249555914
26279,2.02,Good,I,VS1,65.5,57.0,15765,7.88,7.96,5.19,0.006205042013172186
26280,2.11,Ideal,J,VS1,61.8,56.2,15766,8.2,8.23,5.07,0.0061668134134446224
26281,1.19,Very Good,D,VVS1,59.4,56.0,15767,6.95,7.0,4.14,0.005908316824801029
26282,2.14,Very Good,I,SI1,61.3,61.0,15769,8.28,8.32,5.09,0.0061029853568505665
26283,2.01,Very Good,H,SI2,63.0,59.0,15773,7.9,7.93,4.99,0.006429766967651201
