,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
26376,2.03,63.2,60.0,7.88,7.94,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15898
26377,2.19,60.3,60.0,8.29,8.33,5.01,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,15907
26378,2.01,61.1,61.0,8.14,8.09,4.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15908
26379,2.14,61.3,61.0,8.32,8.28,5.09,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15913
26380,2.14,60.1,58.0,8.41,8.37,5.04,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15915
26381,2.01,62.3,58.0,8.11,8.06,5.04,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15917
26382,2.39,61.8,58.0,8.57,8.52,5.28,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15917
26383,2.01,63.0,59.0,7.93,7.9,4.99,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15917
26384,2.01,62.1,60.0,7.96,8.01,4.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15919
26385,2.01,59.6,62.0,8.17,8.25,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15919
26386,2.01,63.2,58.0,7.93,7.98,5.03,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15919
26387,2.4,59.7,58.0,8.75,8.71,5.21,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15920
26388,1.52,62.1,58.0,7.36,7.4,4.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15922
26389,2.0,58.6,62.0,8.17,8.2,4.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15923
26390,1.0,63.3,59.0,6.33,6.37,4.02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15928
26391,2.01,63.5,53.0,8.04,7.97,5.08,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,15930
26392,2.03,61.6,58.0,8.09,8.17,5.01,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15930
26393,2.14,62.8,59.0,8.16,8.21,5.14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15931
26394,2.5,62.4,59.0,8.61,8.54,5.35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15934
26395,1.7,63.1,57.0,7.53,7.62,4.78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15937
26396,2.06,59.0,58.0,8.3,8.38,4.92,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,15938
26397,2.01,60.3,62.0,8.13,8.08,4.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15939
26398,2.01,60.3,62.0,8.13,8.08,4.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15939
26399,1.7,60.3,60.0,7.72,7.64,4.63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15941
26400,1.7,59.0,58.0,7.85,7.8,4.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15941
26401,1.7,61.3,57.0,7.67,7.6,4.68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15941
26402,2.02,61.9,58.0,8.07,8.18,5.03,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15942
26403,1.72,61.1,58.0,7.73,7.69,4.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15946
26404,1.72,62.2,58.0,7.63,7.7,4.77,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15948
26405,2.21,60.1,60.0,8.47,8.53,5.11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15948
26406,2.05,62.4,58.0,8.1,8.15,5.07,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,15949
26407,2.06,59.8,61.0,8.26,8.22,4.93,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15949
26408,2.01,63.5,58.0,7.92,7.82,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,15952
26409,2.01,62.3,58.0,8.03,8.01,5.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15955
26410,1.5,59.0,62.0,7.45,7.47,4.4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15957
26411,1.52,62.4,55.0,7.3,7.39,4.58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15959
26412,1.52,60.4,59.0,7.38,7.48,4.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15959
26413,2.0,60.1,54.0,8.01,8.15,4.86,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15962
26414,3.4,66.8,52.0,9.42,9.34,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15964
26415,2.01,62.3,59.0,8.02,8.1,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15965
26416,1.55,62.0,60.0,7.4,7.31,4.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15966
26417,1.38,62.9,56.0,7.04,7.1,4.45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15968
26418,2.21,60.7,62.0,8.48,8.42,5.13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15970
26419,2.06,62.7,57.0,8.19,8.09,5.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15970
26420,2.02,63.0,57.0,8.01,8.06,5.06,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15974
26421,2.01,63.6,59.0,8.0,7.95,5.07,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15977
26422,2.01,59.8,58.0,8.21,8.15,4.89,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15977
26423,1.54,62.2,59.0,7.41,7.37,4.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15983
26424,2.0,60.1,61.0,8.13,8.1,4.88,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15984
26425,2.0,58.1,60.0,8.32,8.25,4.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15984
26426,2.0,63.2,58.0,7.95,7.93,5.02,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15984
26427,4.0,63.3,58.0,10.01,9.94,6.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15984
26428,2.02,61.3,60.0,8.16,8.11,4.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15987
26429,2.02,62.8,59.0,7.9,7.98,4.99,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,15987
26430,2.5,60.7,55.0,8.8,8.66,5.3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15990
26431,1.55,61.5,58.0,7.48,7.51,4.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15991
26432,1.53,61.8,55.0,7.43,7.45,4.59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15992
26433,2.3,62.7,56.0,8.46,8.42,5.29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15992
26434,2.07,63.3,56.0,8.1,8.08,5.12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,15992
26435,1.74,62.2,56.0,7.72,7.67,4.79,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15992
26436,1.5,62.6,56.0,7.27,7.21,4.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15992
26437,2.07,62.3,60.0,8.16,8.12,5.07,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15992
26438,2.53,61.5,53.0,8.78,8.74,5.39,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15993
26439,1.5,62.8,53.5,7.27,7.33,4.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15996
26440,2.02,59.9,55.0,8.28,8.17,4.93,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15996
26441,2.01,63.6,57.0,7.87,7.95,5.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16003
26442,2.25,61.8,61.0,8.46,8.39,5.21,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16004
26443,2.01,62.9,58.0,7.89,8.01,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16013
26444,2.02,61.5,58.0,8.19,8.11,5.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16018
26445,2.37,62.3,57.0,8.55,8.5,5.31,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16021
26446,1.5,62.5,58.0,7.21,7.28,4.53,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16023
26447,2.23,61.7,58.0,8.41,8.34,5.17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16025
26448,2.0,62.8,56.0,8.04,7.98,5.03,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16031
26449,2.17,58.9,62.0,8.48,8.52,5.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16036
26450,3.01,61.7,58.0,9.25,9.2,5.69,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16037
26451,2.28,62.9,57.0,8.34,8.41,5.27,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16041
26452,2.03,63.2,60.0,7.94,7.88,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16043
26453,1.5,59.1,59.0,7.45,7.48,4.41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16048
26454,1.53,61.6,58.0,7.35,7.32,4.52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16049
26455,1.56,61.3,56.0,7.48,7.44,4.57,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16052
26456,1.52,62.2,55.0,7.29,7.41,4.57,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16055
26457,2.37,62.2,57.0,8.52,8.58,5.32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16059
26458,2.3,62.4,56.0,8.44,8.49,5.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16062
26459,2.13,59.2,58.0,8.35,8.41,4.96,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16062
26460,2.0,62.9,56.0,7.94,8.0,5.01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,16064
26461,2.0,60.5,60.0,8.03,8.08,4.87,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,16064
26462,2.01,58.7,54.0,8.27,8.2,4.83,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16064
26463,1.6,60.6,60.0,7.51,7.57,4.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16068
26464,2.0,58.6,62.0,8.2,8.17,4.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16068
26465,1.75,62.8,59.0,7.53,7.62,4.76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16073
26466,1.0,63.3,59.0,6.37,6.33,4.02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16073
26467,2.03,61.6,58.0,8.17,8.09,5.01,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16075
26468,2.24,62.3,57.0,8.3,8.36,5.19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16077
26469,2.16,58.6,60.0,8.48,8.55,4.99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16080
26470,1.54,63.3,58.0,7.34,7.3,4.63,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,16082
26471,2.01,64.1,57.0,7.78,7.82,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16085
26472,1.7,61.6,58.0,7.63,7.67,4.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16086
26473,2.01,66.9,57.0,7.87,7.76,5.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16086
26474,1.01,61.6,56.0,6.43,6.46,3.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16087
26475,1.51,61.3,58.0,7.39,7.33,4.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16091
26476,2.0,60.3,61.0,8.11,8.17,4.91,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16092
26477,2.24,62.5,59.0,8.36,8.28,5.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16097
26478,2.06,60.0,60.0,6.29,6.25,4.96,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16098
26479,2.31,62.1,58.0,8.49,8.42,5.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16100
26480,1.52,60.4,59.0,7.48,7.38,4.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16104
26481,1.52,62.4,55.0,7.39,7.3,4.58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16104
26482,2.01,63.4,57.0,8.0,7.93,5.05,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16111
26483,2.1,60.9,57.4,8.17,8.27,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16112
26484,1.62,61.3,57.0,7.6,7.55,4.64,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16112
26485,1.5,63.8,59.0,7.17,7.25,4.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,16116
26486,1.7,60.9,60.0,7.71,7.68,4.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16123
26487,2.38,62.6,59.0,8.49,8.52,5.32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,16126
26488,2.02,62.4,56.0,8.07,8.11,5.05,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16128
26489,1.51,59.5,59.0,7.48,7.54,4.47,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,16129
26490,1.2,61.9,56.0,6.81,6.83,4.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16130
26491,1.73,62.1,57.0,7.73,7.64,4.77,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16131
26492,1.55,61.5,58.0,7.51,7.48,4.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16137
26493,2.01,60.5,61.0,8.09,8.14,4.91,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16140
26494,2.15,60.3,59.0,8.34,8.41,5.05,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16146
26495,2.19,62.4,56.0,8.26,8.3,5.17,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16147
26496,2.05,63.7,61.0,7.99,8.03,5.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16148
26497,2.01,63.6,57.0,7.95,7.87,5.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16149
26498,2.01,61.6,61.0,8.08,7.97,4.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16149
26499,2.12,62.3,59.0,8.15,8.19,5.09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16151
26500,1.74,62.9,57.0,7.64,7.68,4.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16169
26501,1.54,60.8,57.0,7.45,7.49,4.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16169
26502,1.5,62.5,58.0,7.28,7.21,4.53,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16169
26503,2.43,63.2,57.0,8.56,8.5,5.39,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16170
26504,1.98,62.5,58.0,7.95,7.99,4.98,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16171
26505,1.5,61.3,56.0,7.41,7.37,4.53,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16171
26506,2.28,60.3,58.0,8.58,8.53,5.16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16174
26507,2.02,63.2,53.0,8.09,8.18,5.14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16179
26508,2.3,61.8,57.0,8.45,8.48,5.23,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16181
26509,1.62,61.3,55.0,7.55,7.6,4.64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16183
26510,1.52,60.1,59.0,7.49,7.45,4.49,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16187
26511,2.28,62.9,57.0,8.41,8.34,5.27,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16187
26512,2.11,62.2,60.0,8.15,8.19,5.08,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,16188
26513,2.07,62.0,55.0,8.12,8.22,5.07,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16189
26514,2.2,62.4,55.0,8.41,8.34,5.23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16190
26515,2.02,62.5,59.0,8.05,8.01,5.02,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16191
26516,2.02,59.8,59.0,8.21,8.3,4.94,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,16192
26517,3.67,62.4,56.0,9.86,9.81,6.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16193
26518,2.58,62.6,57.0,8.77,8.73,5.48,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16195
26519,2.42,62.3,58.0,8.63,8.55,5.35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16198
26520,2.42,58.5,59.0,8.85,8.82,5.17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16198
26521,2.42,62.4,58.0,8.58,8.53,5.34,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16198
26522,2.0,57.6,63.0,8.2,8.16,4.73,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16206
26523,2.09,62.5,60.0,8.14,8.06,5.06,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16210
26524,1.6,60.6,60.0,7.57,7.51,4.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16215
26525,1.53,61.9,57.0,7.39,7.32,4.55,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,16219
26526,1.75,62.8,59.0,7.62,7.53,4.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16220
26527,1.74,58.6,62.0,7.83,7.88,4.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16223
26528,2.03,60.3,56.0,8.27,8.21,4.97,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16224
26529,2.01,58.1,64.0,8.23,8.19,4.77,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16231
26530,2.01,64.1,57.0,7.82,7.78,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16231
26531,1.87,61.9,58.0,7.94,7.88,4.9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16232
26532,1.01,61.6,56.0,6.46,6.43,3.97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16234
26533,2.06,62.9,56.0,8.13,8.04,5.08,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16235
26534,2.05,60.7,61.0,8.25,8.13,4.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16235
26535,2.32,62.5,59.0,8.51,8.44,5.3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16237
26536,2.66,63.8,57.0,8.71,8.65,5.54,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16239
26537,2.66,63.8,57.0,8.71,8.65,5.54,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16239
26538,2.2,63.3,58.0,8.25,8.22,5.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,16239
26539,1.6,60.2,55.5,7.6,7.66,4.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16240
26540,1.7,61.5,55.0,7.69,7.73,4.74,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16240
26541,1.63,61.5,57.0,7.58,7.6,4.67,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16241
26542,2.26,56.9,60.0,8.73,8.66,4.95,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16241
26543,2.26,62.0,58.0,8.4,8.37,5.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16241
26544,2.01,62.3,61.0,7.96,7.89,5.02,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16242
26545,1.23,62.4,57.0,6.88,6.83,4.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16253
26546,1.73,62.6,58.0,7.67,7.59,4.78,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16253
26547,1.2,61.8,56.0,6.78,6.87,4.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16256
26548,2.02,62.2,57.0,8.07,8.03,5.01,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16256
26549,2.04,62.3,57.0,8.05,8.13,5.04,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16261
26550,2.0,61.8,58.0,8.05,7.99,4.96,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16262
26551,2.38,62.6,59.0,8.52,8.49,5.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16273
26552,2.4,60.6,57.0,8.62,8.76,5.26,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16274
26553,1.51,59.5,59.0,7.54,7.48,4.47,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16277
26554,2.51,59.3,58.0,8.83,8.87,5.25,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16278
26555,2.03,65.4,58.0,7.9,7.84,5.15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16280
26556,2.0,60.9,58.0,8.07,8.15,4.94,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16280
26557,1.74,61.9,58.0,7.74,7.79,4.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16286
26558,2.01,58.2,62.0,8.26,8.21,4.79,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16287
26559,2.01,60.5,61.0,8.14,8.09,4.91,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16287
26560,2.01,64.8,62.0,7.92,7.82,5.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16287
26561,2.02,61.3,57.0,8.11,8.16,4.99,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16290
26562,2.0,63.6,60.0,7.95,8.03,5.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16291
26563,1.66,61.4,58.0,7.63,7.68,4.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16294
26564,2.09,57.9,63.0,8.37,8.46,4.87,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16294
26565,2.05,63.7,61.0,8.03,7.99,5.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16295
26566,1.64,61.5,56.0,7.59,7.62,4.68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16297
26567,2.24,61.4,56.0,8.38,8.43,5.16,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16300
26568,1.6,61.5,53.0,7.57,7.69,4.66,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16300
26569,2.01,59.6,60.0,8.13,8.19,4.86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16304
26570,2.01,62.4,62.0,7.91,7.99,4.96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16304
26571,2.4,59.7,58.0,8.75,8.71,5.21,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16304
26572,2.03,60.5,62.0,8.22,8.17,4.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16309
26573,2.03,58.5,60.0,8.37,8.34,4.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16309
26574,1.53,60.5,57.0,7.42,7.52,4.51,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16311
26575,2.65,62.0,61.0,8.82,8.75,5.45,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16314
26576,1.74,61.7,56.0,7.72,7.68,4.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16316
26577,1.74,62.9,57.0,7.68,7.64,4.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16316
26578,1.54,60.8,57.0,7.49,7.45,4.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16316
26579,2.04,60.0,60.0,8.21,8.17,4.91,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16319
26580,2.01,60.9,56.0,8.14,8.18,4.97,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16319
26581,2.04,62.0,56.0,8.18,8.23,5.09,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16319
26582,2.02,62.3,61.0,8.07,7.96,4.99,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16323
26583,2.3,61.8,57.0,8.48,8.45,5.23,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16329
26584,2.11,62.2,60.0,8.19,8.15,5.08,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16336
26585,2.07,62.0,55.0,8.22,8.12,5.07,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16337
26586,1.6,60.8,56.0,7.58,7.54,4.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16339
26587,2.35,62.3,58.0,8.51,8.44,5.28,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16340
26588,1.8,61.4,54.0,7.86,7.82,4.81,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16340
26589,1.52,61.4,57.0,7.38,7.4,4.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16343
26590,2.54,63.5,56.0,8.68,8.65,5.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16353
26591,2.54,63.5,56.0,8.68,8.65,5.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,16353
