,carat,cut,depth,table,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
20339,1.22,4,62.2,59.0,6.87,6.82,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,8739
20340,1.53,4,59.9,58.0,7.54,7.41,4.48,0,0,0,0,0,0,0,0,1,0,0,0,0,8739
20341,1.45,4,60.5,60.0,7.27,7.16,4.37,0,0,1,0,0,0,0,0,0,1,0,0,0,8740
20342,1.21,2,63.6,56.0,6.8,6.72,4.3,0,0,1,0,0,0,0,0,0,1,0,0,0,8741
20344,1.51,2,61.5,61.0,7.37,7.42,4.55,0,0,0,0,0,0,0,0,1,0,0,0,0,8742
20345,1.2,5,62.1,55.0,6.69,6.74,4.17,0,1,0,0,0,0,0,0,0,0,0,0,1,8743
20346,1.2,5,62.3,55.0,6.64,6.72,4.18,0,0,1,0,0,0,0,0,0,0,0,0,1,8743
20347,1.7,5,60.7,59.0,7.69,7.64,4.65,0,0,0,0,1,0,0,0,1,0,0,0,0,8743
20348,1.64,4,61.3,58.0,7.62,7.58,4.66,0,0,0,0,1,0,0,0,1,0,0,0,0,8743
20350,1.35,4,60.5,60.0,7.19,7.16,4.34,0,0,0,1,0,0,0,0,0,1,0,0,0,8747
20351,1.2,3,62.4,58.0,6.46,6.4,4.01,1,0,0,0,0,0,0,0,0,0,0,0,1,8748
20352,1.55,4,62.6,59.0,7.4,7.35,4.62,0,0,0,0,0,1,0,0,0,1,0,0,0,8749
20353,1.5,2,64.2,56.0,7.3,7.09,4.62,0,0,0,1,0,0,0,0,0,1,0,0,0,8749
20354,1.2,2,63.5,55.0,6.31,6.36,4.02,1,0,0,0,0,0,0,0,0,0,0,0,1,8750
20355,1.2,2,63.3,58.0,6.31,6.39,4.02,1,0,0,0,0,0,0,0,0,0,0,0,1,8752
20356,1.51,5,61.2,58.0,7.35,7.4,4.51,0,0,0,0,1,0,0,1,0,0,0,0,0,8752
20357,1.51,5,62.4,59.0,7.27,7.34,4.56,0,0,0,0,1,0,0,1,0,0,0,0,0,8752
20358,1.51,4,61.5,58.0,7.38,7.31,4.52,0,0,0,1,0,0,0,1,0,0,0,0,0,8752
20359,1.57,4,61.3,59.0,7.47,7.44,4.57,0,0,0,0,0,1,0,0,0,1,0,0,0,8752
20360,1.57,5,61.7,55.0,7.51,7.44,4.61,0,0,1,0,0,0,0,1,0,0,0,0,0,8752
20361,1.2,5,61.8,56.0,6.58,6.62,4.08,0,0,1,0,0,0,0,0,0,0,0,0,1,8753
20362,1.51,3,63.0,59.0,7.26,7.31,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,8758
20363,1.7,5,60.9,57.0,7.73,7.66,4.69,0,0,0,0,0,1,0,1,0,0,0,0,0,8758
20364,1.41,4,59.5,59.0,7.35,7.3,4.36,0,0,1,0,0,0,0,1,0,0,0,0,0,8758
20365,1.23,4,61.3,58.0,6.87,6.89,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,8759
20366,1.28,5,61.7,55.0,6.97,7.01,4.31,0,0,0,1,0,0,0,0,0,0,0,1,0,8759
20367,1.21,5,62.7,54.0,6.79,6.83,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,8759
20368,1.5,4,61.8,60.0,7.36,7.33,4.54,0,0,0,0,0,1,0,0,0,0,0,0,1,8760
20369,1.56,5,62.5,56.0,7.38,7.46,4.64,0,0,0,0,0,1,0,0,0,1,0,0,0,8763
20400,1.25,5,62.8,57.0,6.87,6.85,4.31,0,1,0,0,0,0,0,0,0,0,1,0,0,8764
20401,1.31,4,62.4,58.0,7.03,6.95,4.36,1,0,0,0,0,0,0,1,0,0,0,0,0,8767
20403,1.2,3,60.7,59.0,6.79,6.86,4.14,1,0,0,0,0,0,0,0,0,0,1,0,0,8769
20404,1.51,4,62.6,59.0,7.31,7.33,4.58,0,0,0,0,0,1,0,0,0,0,0,0,1,8770
20405,1.51,4,62.5,59.0,7.29,7.34,4.57,0,0,0,0,0,1,0,0,0,0,0,0,1,8770
20406,1.51,3,62.9,58.0,7.21,7.33,4.57,0,0,0,0,0,1,0,0,0,0,0,0,1,8770
20407,1.5,5,60.9,56.0,7.43,7.36,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,8770
20408,1.5,4,62.1,60.0,7.32,7.27,4.53,0,1,0,0,0,0,0,1,0,0,0,0,0,8770
20409,1.34,5,61.9,55.0,7.05,7.08,4.37,0,0,0,1,0,0,0,0,0,0,1,0,0,8771
20411,1.2,5,62.0,55.0,6.67,6.69,4.14,0,0,1,0,0,0,0,0,0,0,0,0,1,8773
20413,1.31,5,62.5,56.0,7.03,6.95,4.37,0,0,0,1,0,0,0,0,0,1,0,0,0,8774
20414,1.21,5,62.6,56.0,6.81,6.77,4.25,0,0,1,0,0,0,0,0,0,1,0,0,0,8774
20415,1.21,4,62.7,58.0,6.85,6.76,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,8774
20416,1.28,5,62.2,57.0,6.99,6.94,4.33,0,0,1,0,0,0,0,0,0,0,1,0,0,8774
20417,1.2,5,61.3,56.0,6.65,6.69,4.09,0,0,1,0,0,0,0,0,0,1,0,0,0,8775
20418,1.2,5,61.1,57.0,6.62,6.57,4.03,0,1,0,0,0,0,0,0,0,0,0,0,1,8776
20419,1.58,4,62.4,57.0,7.45,7.36,4.62,0,0,0,1,0,0,0,0,1,0,0,0,0,8777
20420,1.52,2,63.3,61.0,7.23,7.27,4.59,0,0,0,0,1,0,0,0,0,0,1,0,0,8778
20421,1.2,5,62.1,55.0,6.58,6.63,4.1,0,0,1,0,0,0,0,0,0,0,0,1,0,8778
20422,1.2,5,62.8,57.0,6.42,6.39,4.02,0,0,1,0,0,0,1,0,0,0,0,0,0,8778
20423,1.6,5,61.5,55.0,7.53,7.55,4.64,0,0,0,1,0,0,0,0,1,0,0,0,0,8779
20424,1.49,1,59.6,63.0,7.2,7.34,4.33,0,1,0,0,0,0,0,1,0,0,0,0,0,8779
20425,1.22,4,61.3,58.0,6.91,6.89,4.23,0,0,1,0,0,0,0,0,0,1,0,0,0,8779
20426,1.5,2,60.5,60.0,7.26,7.32,4.41,0,0,0,0,1,0,0,0,0,0,1,0,0,8780
20427,2.01,2,63.8,57.0,8.0,7.95,5.1,0,0,0,0,1,0,0,0,1,0,0,0,0,8780
20428,1.34,5,61.6,57.0,7.14,7.07,4.38,0,0,0,1,0,0,0,0,0,1,0,0,0,8780
20429,1.58,3,63.1,55.0,7.42,7.45,4.69,0,0,0,0,1,0,0,1,0,0,0,0,0,8782
20430,1.22,5,61.5,57.0,6.87,6.91,4.24,0,1,0,0,0,0,0,0,0,0,1,0,0,8783
20431,1.2,3,62.5,58.0,6.37,6.46,4.01,0,1,0,0,0,0,0,0,0,0,0,0,1,8785
20432,1.2,3,60.8,58.0,6.69,6.73,4.08,1,0,0,0,0,0,0,0,0,1,0,0,0,8788
20433,1.51,3,60.6,58.0,7.36,7.4,4.47,0,0,0,0,0,1,0,0,0,0,0,0,1,8789
20434,1.25,5,60.8,57.0,6.95,6.99,4.24,0,0,0,1,0,0,0,0,0,0,0,0,1,8789
20435,1.5,3,61.5,62.0,7.24,7.3,4.47,0,0,0,1,0,0,0,1,0,0,0,0,0,8791
20436,1.22,3,62.0,59.0,6.8,6.85,4.23,0,0,1,0,0,0,1,0,0,0,0,0,0,8793
20437,1.51,5,60.8,57.0,7.44,7.39,4.51,0,0,1,0,0,0,0,0,1,0,0,0,0,8794
20438,1.64,3,60.9,57.0,7.57,7.61,4.62,0,0,1,0,0,0,0,0,1,0,0,0,0,8794
20439,1.52,3,63.7,58.0,7.23,7.3,4.63,0,0,0,0,1,0,0,1,0,0,0,0,0,8794
20440,1.51,4,62.8,56.0,7.3,7.22,4.56,0,0,1,0,0,0,0,0,1,0,0,0,0,8794
20441,1.51,1,56.0,65.0,7.68,7.57,4.27,0,0,1,0,0,0,0,0,0,0,1,0,0,8794
20442,1.51,4,62.2,60.0,7.3,7.23,4.52,0,0,0,0,1,0,0,1,0,0,0,0,0,8794
20443,1.51,4,62.6,60.0,7.34,7.27,4.57,0,0,0,0,1,0,0,1,0,0,0,0,0,8794
20444,1.51,1,65.5,55.0,7.14,7.08,4.66,0,0,1,0,0,0,0,0,1,0,0,0,0,8794
20445,1.51,2,64.0,59.0,7.16,7.08,4.56,0,1,0,0,0,0,0,0,0,0,1,0,0,8794
20446,1.51,5,60.5,55.0,7.4,7.36,4.46,0,0,1,0,0,0,0,0,1,0,0,0,0,8794
20447,1.51,4,62.7,61.0,7.33,7.27,4.58,0,0,0,0,1,0,0,1,0,0,0,0,0,8794
20448,1.2,5,62.2,55.0,6.51,6.48,4.04,0,0,1,0,0,0,0,0,0,0,0,1,0,8794
20449,1.22,3,61.2,58.0,6.84,6.86,4.19,0,0,1,0,0,0,0,0,0,1,0,0,0,8795
20450,1.2,4,62.1,54.0,6.77,6.73,4.19,0,1,0,0,0,0,0,0,0,0,1,0,0,8796
20451,1.2,5,61.5,55.0,6.69,6.64,4.1,0,1,0,0,0,0,0,0,0,1,0,0,0,8796
20452,1.2,5,61.5,59.0,6.63,6.58,4.06,0,1,0,0,0,0,0,0,0,1,0,0,0,8796
20453,1.2,4,60.4,59.0,6.91,6.89,4.17,0,1,0,0,0,0,0,0,0,0,1,0,0,8796
20455,1.2,3,63.4,57.0,6.45,6.33,4.05,1,0,0,0,0,0,0,0,0,0,0,0,1,8797
20456,1.24,5,62.0,56.0,6.87,6.9,4.27,0,0,1,0,0,0,0,0,0,0,1,0,0,8797
20457,1.24,5,62.3,57.0,6.95,6.89,4.31,0,0,1,0,0,0,0,0,0,0,1,0,0,8799
20458,1.53,4,61.3,59.0,7.49,7.43,4.57,0,0,1,0,0,0,0,0,1,0,0,0,0,8799
20459,1.71,1,65.1,60.0,7.5,7.46,4.87,0,0,0,0,1,0,0,0,1,0,0,0,0,8800
20460,1.2,5,62.0,56.0,6.75,6.71,4.17,0,0,1,0,0,0,0,0,0,0,0,0,1,8803
20461,1.2,5,62.2,56.0,6.77,6.74,4.2,0,1,0,0,0,0,0,0,0,1,0,0,0,8806
20462,2.74,1,64.9,61.0,8.76,8.66,5.65,0,0,0,0,0,1,0,0,0,0,0,0,0,8807
20463,1.6,4,60.3,59.0,7.56,7.61,4.57,0,0,0,0,1,0,0,1,0,0,0,0,0,8808
20464,1.54,3,61.5,61.0,7.35,7.42,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,8808
20465,1.43,4,61.5,58.0,7.27,7.22,4.45,0,1,0,0,0,0,0,1,0,0,0,0,0,8809
20466,1.2,5,61.3,56.0,6.71,6.66,4.1,1,0,0,0,0,0,0,0,0,1,0,0,0,8809
20467,1.23,4,59.6,59.0,6.95,6.98,4.15,0,0,1,0,0,0,0,0,0,0,0,0,1,8810
20468,1.52,4,62.0,62.0,7.2,7.13,4.44,1,0,0,0,0,0,0,0,1,0,0,0,0,8810
20469,1.2,5,61.9,57.0,6.46,6.5,4.01,1,0,0,0,0,0,0,0,0,0,0,0,1,8811
20470,1.41,4,61.2,60.0,7.21,7.17,4.4,0,0,0,1,0,0,0,0,0,0,1,0,0,8812
20472,1.59,5,60.5,55.1,7.55,7.62,4.59,0,0,0,0,1,0,0,0,1,0,0,0,0,8814
20473,1.48,3,62.5,59.0,7.16,7.23,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,8815
20474,1.73,4,63.0,60.0,7.63,7.52,4.77,0,1,0,0,0,0,0,0,1,0,0,0,0,8816
20475,1.31,4,60.3,59.0,7.08,7.12,4.28,0,0,1,0,0,0,0,0,0,0,1,0,0,8818
20476,1.52,1,61.2,60.0,7.39,7.29,4.49,0,0,0,1,0,0,0,1,0,0,0,0,0,8818
20477,1.48,5,62.1,57.0,7.35,7.28,4.54,1,0,0,0,0,0,0,0,1,0,0,0,0,8818
20479,1.25,4,62.6,58.0,6.87,6.8,4.28,0,0,1,0,0,0,0,0,0,0,1,0,0,8820
20480,1.5,3,63.1,57.0,7.32,7.27,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,8820
20481,1.5,2,62.6,64.0,7.25,7.19,4.52,0,1,0,0,0,0,0,0,1,0,0,0,0,8820
20482,1.75,4,58.0,59.0,7.97,7.92,4.61,0,1,0,0,0,0,0,0,1,0,0,0,0,8820
20483,1.5,4,58.4,61.0,7.48,7.42,4.35,0,0,0,0,1,0,0,0,0,0,1,0,0,8820
20484,1.5,4,62.3,58.0,7.31,7.26,4.54,0,0,0,0,1,0,0,0,0,0,1,0,0,8820
20486,1.5,4,60.1,59.0,7.38,7.36,4.43,0,0,1,0,0,0,0,0,1,0,0,0,0,8820
20487,1.5,4,62.9,58.0,7.17,7.08,4.48,0,0,0,0,1,0,0,0,0,0,1,0,0,8820
20488,1.5,2,64.1,56.0,7.21,7.14,4.6,1,0,0,0,0,0,0,1,0,0,0,0,0,8820
20490,1.21,5,61.4,56.0,6.84,6.9,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,8824
20491,1.52,4,61.1,61.0,7.4,7.36,4.51,0,0,0,1,0,0,0,0,0,0,1,0,0,8825
20492,1.5,3,62.7,56.0,7.33,7.38,4.61,1,0,0,0,0,0,0,0,1,0,0,0,0,8827
20493,1.51,4,60.9,59.0,7.42,7.33,4.49,0,1,0,0,0,0,0,1,0,0,0,0,0,8828
20494,1.84,5,62.4,56.0,7.84,7.8,4.89,0,0,0,0,0,1,0,0,0,1,0,0,0,8828
20495,1.2,3,62.4,58.0,6.75,6.81,4.23,0,1,0,0,0,0,0,0,0,0,1,0,0,8829
20496,1.59,4,61.0,58.0,7.58,7.51,4.6,0,0,0,1,0,0,0,1,0,0,0,0,0,8829
20497,1.24,5,61.5,56.0,6.92,6.97,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,8830
20498,1.22,5,62.6,54.4,6.77,6.83,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,8830
20499,1.55,5,62.6,56.0,7.35,7.41,4.62,0,0,0,0,1,0,0,0,0,0,1,0,0,8831
20500,1.71,2,62.8,58.0,7.48,7.55,4.72,0,0,0,0,0,1,0,0,0,0,1,0,0,8831
20501,1.66,3,63.3,59.0,7.48,7.45,4.72,0,0,0,1,0,0,0,1,0,0,0,0,0,8831
20502,1.59,5,62.1,57.0,7.48,7.46,4.64,0,0,0,0,1,0,0,1,0,0,0,0,0,8835
20503,1.64,4,61.9,61.0,7.54,7.51,4.66,1,0,0,0,0,0,0,0,1,0,0,0,0,8835
20504,1.51,3,62.3,60.0,7.29,7.35,4.56,0,0,0,0,1,0,0,0,0,0,1,0,0,8836
20505,1.51,4,63.0,58.0,7.4,7.27,4.62,1,0,0,0,0,0,0,1,0,0,0,0,0,8836
20506,1.75,5,63.3,59.0,7.63,7.57,4.81,0,0,0,0,0,1,0,1,0,0,0,0,0,8840
20507,1.77,4,62.0,55.0,7.84,7.72,4.82,0,0,0,0,0,1,0,0,1,0,0,0,0,8840
20508,1.7,4,61.5,58.0,7.74,7.64,4.73,0,0,0,0,1,0,0,0,0,1,0,0,0,8840
20509,1.25,4,61.5,60.0,6.93,6.89,4.25,0,1,0,0,0,0,0,0,0,0,1,0,0,8840
20510,1.29,4,58.7,58.0,7.27,7.11,4.22,0,0,1,0,0,0,0,0,0,0,1,0,0,8842
20511,1.2,5,63.1,57.0,6.55,6.6,4.15,0,0,1,0,0,0,0,0,0,0,0,0,1,8843
20512,1.41,3,62.5,58.0,7.08,7.12,4.44,0,0,0,1,0,0,0,0,0,0,1,0,0,8846
20513,1.4,4,62.9,55.0,7.15,7.06,4.47,0,0,0,1,0,0,0,0,0,0,1,0,0,8847
20514,1.2,5,62.1,54.0,6.54,6.51,4.05,0,0,1,0,0,0,0,0,0,0,0,0,1,8847
20515,1.71,4,62.9,58.0,7.64,7.58,4.79,0,0,0,0,0,1,0,1,0,0,0,0,0,8848
20516,1.54,5,62.2,59.0,7.34,7.38,4.58,0,0,0,0,0,1,0,0,0,1,0,0,0,8848
20517,1.2,3,63.1,57.0,6.31,6.39,4.01,1,0,0,0,0,0,0,0,0,0,0,0,1,8849
20518,1.2,5,62.5,56.0,6.48,6.52,4.06,0,0,1,0,0,0,1,0,0,0,0,0,0,8850
20520,1.25,3,61.6,57.0,6.9,6.94,4.26,1,0,0,0,0,0,0,0,0,0,1,0,0,8851
20521,1.2,3,61.6,57.0,6.59,6.63,4.07,1,0,0,0,0,0,0,0,0,1,0,0,0,8852
20522,1.2,5,60.9,57.0,6.87,6.9,4.19,0,0,0,1,0,0,0,0,0,1,0,0,0,8852
20523,1.52,2,64.1,57.0,7.26,7.21,4.64,0,0,0,0,1,0,0,1,0,0,0,0,0,8852
20524,1.52,4,58.1,62.0,7.61,7.56,4.41,0,0,0,0,1,0,0,1,0,0,0,0,0,8852
20525,1.6,4,62.1,58.0,7.51,7.47,4.65,0,0,0,0,1,0,0,1,0,0,0,0,0,8852
20526,1.52,4,60.5,60.0,7.48,7.4,4.5,0,0,0,0,1,0,0,1,0,0,0,0,0,8852
20527,1.52,5,61.3,57.0,7.39,7.36,4.52,0,0,1,0,0,0,0,0,1,0,0,0,0,8852
20528,1.3,4,62.2,58.0,6.92,6.98,4.32,0,0,1,0,0,0,0,0,0,0,1,0,0,8854
20529,1.51,2,62.2,61.0,7.25,7.32,4.53,0,0,0,1,0,0,0,1,0,0,0,0,0,8854
20530,1.23,4,59.6,58.0,6.94,7.02,4.16,0,1,0,0,0,0,0,0,0,0,1,0,0,8855
20531,1.46,5,62.4,55.0,7.26,7.22,4.52,0,0,0,1,0,0,0,1,0,0,0,0,0,8855
20532,1.51,3,59.3,59.0,7.49,7.59,4.47,0,0,0,0,1,0,0,1,0,0,0,0,0,8856
20533,1.56,4,61.1,56.0,7.54,7.45,4.58,0,0,0,0,0,0,0,0,1,0,0,0,0,8858
20534,1.56,4,60.5,58.0,7.53,7.45,4.53,0,0,0,0,1,0,0,0,0,0,0,0,1,8858
20535,1.2,5,61.8,57.0,6.67,6.64,4.11,0,0,1,0,0,0,0,0,0,0,0,0,1,8858
20536,1.56,4,61.7,59.0,7.51,7.43,4.61,0,0,1,0,0,0,0,0,1,0,0,0,0,8858
20537,1.56,5,61.4,56.0,7.47,7.42,4.57,0,0,0,0,1,0,0,1,0,0,0,0,0,8858
20540,1.52,2,57.9,62.0,7.61,7.63,4.41,0,0,0,0,0,1,0,0,0,0,0,0,1,8861
20541,1.2,4,60.8,58.0,6.74,6.77,4.11,0,0,1,0,0,0,0,0,0,0,0,1,0,8863
20542,1.21,5,61.8,56.0,6.82,6.86,4.23,1,0,0,0,0,0,0,1,0,0,0,0,0,8863
20543,1.21,5,61.8,55.0,6.81,6.87,4.23,0,0,1,0,0,0,0,0,0,1,0,0,0,8864
20544,1.62,5,61.8,54.0,7.55,7.6,4.68,0,0,0,1,0,0,0,0,1,0,0,0,0,8865
20545,1.55,4,62.5,60.0,7.33,7.35,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,8866
20546,1.52,2,63.2,58.0,7.25,7.31,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,8868
20547,1.52,3,61.2,63.0,7.31,7.39,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,8868
20548,1.2,4,59.3,59.0,6.87,6.79,4.05,0,0,1,0,0,0,0,0,0,0,0,1,0,8868
20551,1.51,1,65.3,62.0,7.16,7.09,4.65,1,0,0,0,0,0,0,1,0,0,0,0,0,8869
20552,2.0,3,62.1,63.0,7.96,7.85,4.91,0,0,0,0,0,1,0,0,1,0,0,0,0,8870
20553,1.2,5,61.9,57.0,6.5,6.52,4.03,0,1,0,0,0,0,0,0,0,0,0,0,1,8870
20554,1.6,4,61.3,59.0,7.49,7.52,4.6,0,0,0,0,0,1,0,0,0,1,0,0,0,8870
20555,1.7,3,61.9,59.0,7.59,7.64,4.71,0,0,0,0,0,1,0,1,0,0,0,0,0,8870
20556,1.5,4,61.5,60.0,7.31,7.27,4.48,0,0,0,0,0,1,0,0,0,0,0,0,1,8870
20557,1.2,3,63.5,57.0,6.73,6.65,4.25,0,1,0,0,0,0,0,0,0,0,1,0,0,8870
20558,1.21,4,60.1,55.0,7.01,6.91,4.18,0,1,0,0,0,0,0,0,0,0,1,0,0,8870
20559,1.2,4,62.4,56.0,6.74,6.68,4.19,0,0,1,0,0,0,0,0,0,0,0,0,1,8870
20560,1.2,5,61.3,57.0,6.59,6.62,4.05,0,0,1,0,0,0,1,0,0,0,0,0,0,8873
20561,1.55,3,61.9,60.0,7.31,7.36,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,8873
20562,1.39,4,62.0,56.0,7.18,7.14,4.44,0,0,1,0,0,0,0,0,0,0,1,0,0,8874
20563,1.28,4,61.6,58.0,7.02,6.98,4.31,0,0,1,0,0,0,0,0,0,0,1,0,0,8874
20564,1.36,4,61.9,58.0,7.15,7.09,4.41,0,0,0,1,0,0,0,0,0,0,1,0,0,8877
20565,1.21,4,61.5,57.0,6.81,6.74,4.17,0,1,0,0,0,0,0,0,0,0,1,0,0,8877
20566,1.51,5,62.9,57.0,7.27,7.23,4.56,0,0,0,0,1,0,0,0,0,0,1,0,0,8879
20567,1.51,4,58.8,62.0,7.5,7.41,4.39,1,0,0,0,0,0,0,0,1,0,0,0,0,8879
20568,1.51,1,64.8,60.0,7.18,7.1,4.63,0,0,0,0,1,0,0,0,0,0,1,0,0,8879
20569,1.21,4,61.3,57.0,6.9,6.86,4.22,0,1,0,0,0,0,0,0,0,1,0,0,0,8879
20570,1.21,4,62.5,60.0,6.77,6.7,4.21,0,1,0,0,0,0,0,0,0,1,0,0,0,8879
20571,1.21,3,61.5,59.0,6.82,6.88,4.21,1,0,0,0,0,0,0,0,0,0,1,0,0,8886
20572,1.6,5,61.9,55.0,7.51,7.54,4.66,0,0,0,0,0,1,0,0,0,0,1,0,0,8886
20573,1.24,5,62.7,58.0,6.79,6.86,4.28,1,0,0,0,0,0,0,0,0,0,1,0,0,8887
20574,1.29,5,61.2,57.0,7.01,7.05,4.3,0,0,0,1,0,0,0,0,0,1,0,0,0,8887
20575,1.58,4,60.4,58.0,7.6,7.52,4.57,0,0,0,1,0,0,0,0,1,0,0,0,0,8887
20576,1.71,4,60.3,61.0,7.74,7.69,4.65,0,0,0,0,0,1,0,0,0,0,1,0,0,8887
20579,1.51,5,62.6,54.0,7.26,7.35,4.57,0,0,0,0,0,1,0,1,0,0,0,0,0,8888
20580,1.2,5,61.5,57.0,6.67,6.71,4.12,0,0,1,0,0,0,0,0,0,0,0,0,1,8889
20581,1.78,4,62.6,58.0,7.78,7.72,4.85,0,0,0,0,0,1,0,0,1,0,0,0,0,8889
20582,1.5,5,62.1,57.0,7.37,7.23,4.53,0,0,0,1,0,0,0,0,0,1,0,0,0,8891
20583,1.54,3,61.1,58.0,7.36,7.47,4.53,0,1,0,0,0,0,0,0,1,0,0,0,0,8893
20584,1.5,3,62.5,59.0,7.26,7.3,4.55,0,0,0,0,1,0,0,0,0,0,1,0,0,8893
20585,1.2,5,61.7,55.0,6.53,6.57,4.04,0,0,0,0,0,0,0,0,0,1,0,0,0,8893
20586,1.28,3,59.2,57.0,7.05,7.13,4.2,0,0,1,0,0,0,0,0,0,1,0,0,0,8895
20587,1.2,5,60.9,56.0,6.6,6.67,4.04,0,0,1,0,0,0,0,0,0,0,0,1,0,8895
20588,1.74,5,61.6,57.0,7.67,7.74,4.75,0,0,0,0,1,0,0,0,1,0,0,0,0,8896
20589,1.71,3,62.7,58.0,7.59,7.54,4.74,0,0,0,0,1,0,0,0,1,0,0,0,0,8896
20590,1.5,3,63.3,57.0,7.24,7.2,4.57,0,0,0,0,0,1,0,0,0,1,0,0,0,8896
20591,1.52,4,60.2,60.0,7.46,7.4,4.47,0,0,0,0,0,0,0,0,1,0,0,0,0,8897
20592,1.63,4,60.9,58.0,7.63,7.58,4.63,0,0,0,0,1,0,0,0,0,1,0,0,0,8900
20593,1.72,5,62.0,57.0,7.66,7.62,4.74,0,0,0,0,0,1,0,1,0,0,0,0,0,8900
20594,1.25,2,63.4,55.0,6.87,6.92,4.37,0,0,1,0,0,0,0,0,0,1,0,0,0,8901
20595,1.66,3,63.0,57.0,7.45,7.5,4.71,0,0,0,0,1,0,0,1,0,0,0,0,0,8901
20596,1.21,2,61.7,58.0,6.73,6.78,4.17,1,0,0,0,0,0,0,0,0,1,0,0,0,8902
20597,1.2,5,62.1,55.0,6.74,6.69,4.17,0,1,0,0,0,0,0,0,0,0,0,0,1,8903
20598,1.51,2,63.6,61.0,7.08,7.03,4.49,0,0,0,1,0,0,0,0,0,0,1,0,0,8904
20599,1.6,5,62.1,57.0,7.46,7.54,4.66,0,0,0,0,0,1,0,0,0,1,0,0,0,8904
20601,1.24,3,60.9,60.0,6.96,6.93,4.23,0,1,0,0,0,0,0,0,0,0,1,0,0,8907
20602,1.5,5,61.8,57.0,7.3,7.34,4.53,0,0,0,0,1,0,0,1,0,0,0,0,0,8907
20603,1.5,2,63.0,59.0,7.18,7.24,4.54,1,0,0,0,0,0,0,0,1,0,0,0,0,8910
20604,1.5,2,63.9,58.0,7.21,7.26,4.62,1,0,0,0,0,0,0,0,1,0,0,0,0,8910
20605,1.5,2,63.3,58.0,7.19,7.24,4.57,0,0,0,0,1,0,0,0,0,1,0,0,0,8910
20606,1.2,3,63.5,55.0,6.36,6.31,4.02,1,0,0,0,0,0,0,0,0,0,0,0,1,8910
20607,1.7,5,60.7,56.0,7.78,7.71,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,8911
20608,1.2,4,62.0,58.0,6.76,6.73,4.18,0,0,1,0,0,0,0,0,0,1,0,0,0,8911
20609,1.53,4,62.9,59.0,7.36,7.32,4.62,0,0,0,0,1,0,0,1,0,0,0,0,0,8911
20610,1.53,4,60.8,59.0,7.54,7.49,4.57,0,0,0,0,1,0,0,1,0,0,0,0,0,8911
20611,1.53,4,61.5,59.0,7.39,7.32,4.52,0,0,0,0,1,0,0,1,0,0,0,0,0,8911
20612,1.2,3,63.3,56.0,6.56,6.71,4.2,0,1,0,0,0,0,0,0,0,0,0,0,1,8912
20613,1.2,3,63.3,58.0,6.39,6.31,4.02,1,0,0,0,0,0,0,0,0,0,0,0,1,8912
20614,1.27,5,62.0,58.0,6.89,6.95,4.29,0,0,1,0,0,0,0,0,0,0,1,0,0,8915
20615,1.3,5,61.3,59.0,6.97,7.03,4.29,0,0,0,1,0,0,0,0,0,1,0,0,0,8915
20616,1.52,2,64.1,59.0,7.11,7.18,4.58,0,0,0,1,0,0,0,1,0,0,0,0,0,8915
20617,1.51,3,60.6,58.0,7.41,7.43,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,8916
20618,1.54,4,61.7,59.0,7.4,7.34,4.55,0,0,0,0,1,0,0,0,0,0,1,0,0,8917
20619,1.51,3,61.1,63.0,7.38,7.32,4.49,0,0,0,0,1,0,0,0,0,1,0,0,0,8918
20620,1.23,4,61.3,58.0,6.89,6.87,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,8919
20621,1.23,5,61.4,56.0,6.89,6.91,4.24,0,0,0,1,0,0,0,0,0,0,0,1,0,8920
20622,1.5,2,61.3,61.0,7.31,7.38,4.5,0,0,0,0,1,0,0,0,0,0,1,0,0,8920
20623,1.2,5,62.1,54.0,6.53,6.55,4.06,0,0,1,0,0,0,1,0,0,0,0,0,0,8921
20626,1.31,5,61.9,56.0,7.05,7.08,4.37,0,0,1,0,0,0,0,0,0,0,1,0,0,8922
20627,1.54,5,62.3,60.0,7.29,7.34,4.56,0,0,1,0,0,0,0,0,1,0,0,0,0,8923
