,carat,cut,color,clarity,depth,table,price,x,y,z,x/y,density
19256,1.39,4,H,SI1,62.7,58.0,7986,7.15,7.08,4.46,1.0098870056497176,0.006156595804691875
19257,1.55,5,J,SI1,61.7,54.0,7987,7.42,7.55,4.62,0.9827814569536424,0.005988786981628951
19258,1.55,5,J,SI1,61.7,54.0,7987,7.47,7.5,4.62,0.996,0.00598835940201402
19259,1.23,5,G,VS2,61.5,54.0,7988,6.89,6.92,4.25,0.9956647398843931,0.006070030384696812
19260,1.51,4,I,SI1,61.8,60.0,7989,7.23,7.3,4.49,0.9904109589041097,0.00637190729879194
19261,1.2,3,G,VS1,59.1,58.0,7989,6.96,7.05,4.14,0.9872340425531915,0.0058579851130384376
19262,1.52,5,I,SI2,62.5,58.0,7990,7.29,7.33,4.57,0.9945429740791268,0.006224376937718666
19263,1.51,5,H,SI2,62.3,58.0,7990,7.27,7.33,4.55,0.9918144611186902,0.00622769256504861
19264,1.53,3,H,SI2,61.4,60.0,7991,7.36,7.43,4.54,0.9905787348586811,0.00616267052794092
19265,1.51,3,J,VS1,63.5,60.0,7991,7.29,7.23,4.61,1.008298755186722,0.006214557294261102
19266,1.39,4,G,SI1,61.3,59.0,7991,7.24,7.15,4.41,1.0125874125874126,0.006088798511845077
19267,1.2,3,G,VS1,59.9,56.0,7992,6.74,6.81,4.06,0.9897209985315714,0.005849159387790275
19268,1.2,5,G,VS1,61.7,54.0,7992,6.65,6.7,4.12,0.9925373134328358,0.005937899378209326
19269,1.21,5,G,VS2,61.9,55.0,7996,6.9,6.84,4.25,1.0087719298245614,0.006032415508791872
19270,1.21,5,G,VS2,61.1,57.0,7996,6.95,6.85,4.22,1.0145985401459854,0.006022787540196507
19271,1.21,4,G,VS2,62.2,58.0,7996,6.85,6.81,4.25,1.0058737151248165,0.006103216231024389
19272,1.2,5,G,VS1,61.9,56.0,7999,6.71,6.73,4.16,0.9970282317979197,0.006121627866689128
19273,1.34,5,H,VS2,60.8,55.0,7999,7.18,7.12,4.35,1.0084269662921348,0.00602574991806779
19274,1.37,5,I,VS2,61.6,55.0,8000,7.13,7.16,4.4,0.9958100558659218,0.006099094164315473
19275,1.57,4,F,SI2,60.2,60.0,8001,7.49,7.43,4.49,1.0080753701211307,0.006283225984150591
19276,1.52,1,H,SI1,65.3,58.0,8001,7.14,7.1,4.65,1.0056338028169014,0.006448134304456297
19277,1.52,4,H,VS2,61.0,61.0,8001,7.45,7.38,4.52,1.0094850948509486,0.006116352664387843
19278,1.21,5,G,VS2,61.8,57.0,8001,6.83,6.79,4.21,1.0058910162002945,0.0061974466448117375
19281,1.23,4,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31,1.0117302052785924,0.006064491279409454
19282,1.2,2,G,VVS1,63.6,58.0,8005,6.4,6.37,4.06,1.0047095761381477,0.006162468776824864
19284,1.2,3,D,VS2,63.2,57.0,8006,6.64,6.61,4.18,1.004538577912254,0.006050303465779528
19288,1.51,1,H,SI1,66.5,56.0,8010,7.03,6.99,4.66,1.005722460658083,0.006594145563850582
19289,1.52,4,I,SI2,59.8,62.0,8010,7.47,7.41,4.45,1.0080971659919027,0.006170846836881763
19290,1.2,2,F,VS1,62.6,54.3,8011,6.41,6.45,4.02,0.993798449612403,0.006137003550256554
19292,1.2,5,E,VS1,62.2,54.0,8011,6.44,6.46,4.01,0.9969040247678019,0.006114168648336661
19293,1.2,5,G,VVS2,62.1,55.1,8012,6.5,6.51,4.04,0.9984639016897082,0.006083557664522213
19294,1.67,2,J,SI1,58.8,61.0,8013,7.71,7.73,4.54,0.9974126778783958,0.006172011780396923
19295,1.5,3,J,VS1,62.2,58.0,8014,7.19,7.27,4.5,0.9889958734525448,0.006376985713638906
19296,1.22,5,H,VVS2,61.8,57.0,8014,6.85,6.89,4.25,0.9941944847605225,0.006082205746811984
19297,1.22,5,H,VVS2,62.2,56.0,8014,6.83,6.87,4.26,0.9941775836972343,0.006103413456043562
19298,1.22,5,H,VVS2,62.7,54.0,8014,6.77,6.83,4.27,0.9912152269399707,0.0061790624323199575
19301,1.2,5,F,VS2,61.4,56.0,8017,6.73,6.78,4.14,0.9926253687315635,0.0060347565131380135
19302,1.2,4,F,VS1,62.7,58.0,8018,6.72,6.67,4.2,1.0074962518740629,0.006108765345218547
19303,1.42,2,E,SI2,60.1,61.0,8019,7.32,7.42,4.43,0.986522911051213,0.005901598116196582
19304,1.2,4,G,VVS2,61.4,58.0,8019,6.73,6.68,4.12,1.00748502994012,0.006100840918316283
19305,1.65,3,H,SI2,63.4,59.0,8020,7.53,7.49,4.76,1.0053404539385848,0.006146108143521771
19306,1.2,3,G,VVS1,61.5,57.0,8020,6.61,6.66,4.08,0.9924924924924925,0.006124305314480628
19307,1.21,5,G,VS1,62.5,55.0,8020,6.79,6.8,4.25,0.9985294117647059,0.006166202078162981
19310,1.54,4,E,SI2,59.0,62.0,8020,7.59,7.56,4.47,1.003968253968254,0.006004123632110535
19311,1.53,5,I,SI2,61.4,58.0,8021,7.4,7.42,4.55,0.9973045822102427,0.006124130113348442
19314,1.61,4,F,SI1,62.9,59.0,8024,7.5,7.43,4.69,1.009421265141319,0.006160315515290305
19315,1.2,4,G,VVS2,61.0,58.0,8025,6.84,6.79,4.16,1.0073637702503682,0.006107490507924583
19318,1.41,5,H,SI2,62.0,56.0,8030,7.17,7.24,4.47,0.9903314917127072,0.006076505112823117
19319,1.2,4,G,VS2,62.3,56.0,8030,6.8,6.68,4.2,1.0179640718562875,0.006289941126151059
19320,1.2,3,G,VS2,63.5,57.0,8032,6.76,6.66,4.26,1.015015015015015,0.006256777654394123
19321,1.2,2,G,VS2,57.8,59.0,8032,7.06,7.0,4.06,1.0085714285714285,0.005980706241664391
19322,1.2,3,G,VS2,63.1,57.0,8032,6.74,6.69,4.24,1.007473841554559,0.006276671144862305
19323,1.51,4,H,SI2,61.4,60.0,8033,7.37,7.31,4.51,1.0082079343365253,0.006214633769347787
19324,1.51,4,F,SI1,62.0,57.0,8033,7.36,7.28,4.54,1.010989010989011,0.006207431000334658
19325,1.51,5,J,VS2,61.1,57.0,8033,7.36,7.3,4.48,1.0082191780821919,0.006273331808899855
19327,1.2,5,G,VS1,61.9,55.0,8034,6.81,6.87,4.22,0.9912663755458515,0.0060274089889860195
19328,1.53,5,H,SI2,62.4,58.0,8034,7.32,7.38,4.59,0.9918699186991871,0.006170371357629788
19329,1.57,5,J,SI1,62.0,55.6,8035,7.43,7.47,4.62,0.9946452476572959,0.00612277445045935
19330,1.25,5,H,VVS2,60.6,57.0,8036,7.0,6.97,4.23,1.0043041606886658,0.006056738557730651
19331,2.0,1,I,SI2,66.8,55.0,8037,7.75,7.71,5.16,1.0051880674448768,0.006486705982591627
19332,1.38,5,H,VS1,63.6,56.0,8037,7.05,7.0,4.47,1.0071428571428571,0.006255822334645696
19333,1.2,5,D,VS2,62.1,57.0,8038,6.7,6.73,4.17,0.9955423476968797,0.006169245703878227
19334,1.2,3,H,VS1,60.2,57.0,8039,6.88,6.95,4.16,0.9899280575539567,0.0060327408913656184
19335,1.5,3,J,VS1,61.7,58.0,8039,7.29,7.33,4.51,0.9945429740791268,0.006224195341939179
19336,1.2,5,H,VS1,61.1,58.0,8039,6.84,6.88,4.19,0.9941860465116279,0.006085870167453934
19337,1.26,3,G,VS2,63.3,57.0,8040,6.88,6.93,4.37,0.9927849927849928,0.006047382450979918
19338,1.2,5,G,VS2,62.4,54.7,8040,6.79,6.85,4.25,0.9912408759124088,0.006070604929457674
19339,3.01,4,I,I1,62.7,58.0,8040,9.1,8.97,5.67,1.0144927536231882,0.00650353678967577
19341,1.5,2,G,SI2,64.3,57.0,8043,7.2,7.29,4.66,0.9876543209876544,0.006132609587280281
19342,1.2,4,E,VS1,63.0,58.0,8044,6.49,6.46,4.08,1.0046439628482973,0.006196814379078732
19344,1.5,1,H,VS1,64.8,55.0,8044,7.25,7.2,4.68,1.0069444444444444,0.006140092346988899
19345,1.7,4,I,SI1,61.6,56.0,8044,7.65,7.55,4.68,1.0132450331125828,0.00628918951214757
19346,3.0,1,H,I1,67.1,57.0,8044,8.93,8.84,5.97,1.010180995475113,0.006365656498939342
19347,1.56,2,I,SI2,58.5,61.0,8048,7.58,7.63,4.45,0.9934469200524246,0.00606137067873325
19348,1.88,2,J,SI2,57.9,59.0,8048,8.16,8.11,4.71,1.0061652281134403,0.006031508291321953
19349,1.51,3,J,SI1,63.1,55.0,8049,7.25,7.32,4.6,0.9904371584699453,0.006185431874226821
19380,1.51,5,J,SI1,61.4,57.0,8049,7.38,7.43,4.55,0.9932705248990579,0.00605229899783949
19381,1.51,3,F,SI2,63.4,58.0,8050,7.29,7.22,4.6,1.0096952908587258,0.006236693333280466
19382,1.2,5,G,VS1,61.5,56.0,8051,6.71,6.73,4.13,0.9970282317979197,0.006058858464203022
19383,1.47,3,J,VVS2,62.6,60.0,8055,7.17,7.24,4.51,0.9903314917127072,0.006278892837956538
19384,1.55,4,J,VS2,60.7,59.0,8055,7.5,7.47,4.54,1.0040160642570282,0.00609388115359136
19385,1.55,5,I,SI2,60.7,60.0,8056,7.49,7.46,4.54,1.0040214477211797,0.0061101968241830205
19386,1.2,4,G,VS1,62.4,59.0,8056,6.73,6.69,4.19,1.0059790732436473,0.006361009454670499
19387,1.2,4,G,VS1,62.5,59.0,8056,6.72,6.64,4.19,1.0120481927710843,0.00641844568865301
19388,1.2,4,F,VS1,60.9,58.0,8057,6.63,6.67,4.05,0.9940029985007496,0.00608600230357979
19389,1.51,3,J,VS1,61.4,57.0,8057,7.3,7.38,4.51,0.9891598915989159,0.006214714517828289
19390,1.58,3,J,SI1,61.6,57.0,8057,7.47,7.54,4.62,0.9907161803713528,0.006071879773583139
19391,1.2,5,G,VVS2,61.5,55.0,8057,6.66,6.61,4.08,1.0075642965204237,0.006068629811621713
19392,1.5,3,H,SI1,62.9,56.0,8058,7.24,7.33,4.58,0.9877216916780355,0.006171393520734582
19393,1.53,4,J,VS1,60.1,59.0,8058,7.47,7.51,4.5,0.9946737683089214,0.006060638470437454
19394,1.53,3,J,VS1,62.8,59.0,8058,7.31,7.34,4.6,0.9959128065395095,0.006198978959287863
19395,1.2,5,G,VS1,62.0,58.0,8060,6.59,6.64,4.1,0.9924698795180723,0.0061313390799959165
19396,1.2,5,G,VS2,62.5,55.0,8061,6.75,6.69,4.2,1.0089686098654709,0.006116159579039497
19398,1.35,4,H,VS2,62.2,56.0,8062,7.13,7.08,4.42,1.0070621468926553,0.00605046442289272
19399,1.22,4,G,VS2,61.1,56.0,8062,6.94,6.85,4.21,1.013138686131387,0.006095757657458291
19400,1.22,5,G,VS2,62.0,57.0,8062,6.88,6.83,4.25,1.007320644216691,0.0061088823148858435
19401,1.53,5,I,SI2,63.7,58.0,8062,7.31,7.27,4.64,1.0055020632737277,0.0062047124929266294
19402,1.35,4,H,VS2,61.5,58.0,8062,7.15,7.09,4.38,1.008462623413258,0.006080053223434795
19403,1.53,5,I,SI2,61.3,59.0,8062,7.42,7.39,4.54,1.0040595399188093,0.0061459246903614855
19404,1.2,5,F,VS2,61.2,56.0,8063,6.67,6.73,4.11,0.9910846953937592,0.006070651510613063
19405,1.24,3,G,VS2,59.1,59.0,8064,7.02,7.08,4.17,0.9915254237288135,0.0059829484425400915
19406,2.0,1,H,I1,66.8,57.0,8064,7.81,7.72,5.19,1.011658031088083,0.006391375059220884
19407,1.25,4,G,VS2,61.9,58.0,8064,6.91,6.85,4.26,1.0087591240875913,0.006199145004002416
19408,1.5,4,E,SI2,61.5,59.0,8064,7.3,7.23,4.47,1.0096818810511756,0.006358030083909466
19410,1.22,5,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,1.0117130307467057,0.006068082553258939
19411,1.51,5,J,VS1,61.6,58.0,8067,7.35,7.43,4.55,0.9892328398384926,0.006077002259055162
19412,1.22,4,G,VS2,60.9,57.0,8067,6.94,6.89,4.21,1.007256894049347,0.006060368643481756
19413,1.43,3,H,SI1,62.8,58.0,8069,7.08,7.13,4.46,0.9929873772791024,0.006351530548303558
19414,1.55,4,I,SI2,58.2,59.0,8069,7.73,7.63,4.47,1.0131061598951507,0.005879225840079072
19415,1.24,5,H,VVS2,62.0,56.0,8069,6.92,6.86,4.27,1.008746355685131,0.006117353815865203
19416,1.2,3,G,VVS1,58.9,60.0,8072,6.78,6.91,4.03,0.9811866859623734,0.005932055905347354
19417,1.2,5,F,VS2,61.8,55.0,8072,6.81,6.74,4.19,1.0103857566765577,0.006083658541280321
19418,1.24,3,E,SI1,61.7,59.0,8073,6.85,6.89,4.24,0.9941944847605225,0.006196494023681401
19419,1.51,3,I,SI1,61.4,60.0,8073,7.37,7.33,4.51,1.005457025920873,0.006197677060563754
19420,1.2,5,F,VS2,62.6,56.0,8074,6.59,6.63,4.14,0.9939668174962293,0.006191825929551463
19421,1.51,4,H,SI2,62.8,60.0,8074,7.26,7.22,4.55,1.005540166204986,0.006331283087767601
19422,1.4,5,H,SI1,62.4,56.0,8075,7.11,7.18,4.46,0.9902506963788301,0.006148924095520057
19423,1.62,5,J,SI1,62.4,53.2,8075,7.47,7.51,4.68,0.9946737683089214,0.006170333284382024
19424,1.55,2,J,VS1,62.3,56.0,8076,7.44,7.52,4.66,0.9893617021276597,0.005945043070648038
19427,1.23,3,D,SI1,62.3,57.0,8079,6.8,6.87,4.26,0.9898107714701601,0.006180588970934951
19428,1.34,5,I,VVS2,61.4,56.0,8079,7.07,7.09,4.35,0.9971791255289141,0.006145396269253751
19429,1.23,5,H,VVS2,62.0,55.0,8079,6.85,6.9,4.26,0.9927536231884057,0.0061087992037701724
19431,1.2,5,G,VS1,61.1,56.0,8080,6.7,6.73,4.1,0.9955423476968797,0.006058209658408931
19432,1.5,3,I,SI1,63.5,59.0,8081,7.16,7.08,4.52,1.0112994350282487,0.006546460386477884
19434,1.23,5,G,VS2,62.4,57.0,8085,6.83,6.88,4.28,0.9927325581395349,0.006115784874572113
19435,1.55,5,J,VS2,61.7,55.0,8088,7.38,7.43,4.58,0.9932705248990579,0.006171930750204315
19436,1.2,3,F,VS1,62.8,54.1,8089,6.39,6.48,4.05,0.986111111111111,0.0061419508600997165
19437,1.2,3,F,VS1,61.6,60.0,8090,6.49,6.54,4.01,0.9923547400611621,0.0061103561100265035
19438,1.51,5,J,VS1,62.7,56.0,8092,7.3,7.35,4.59,0.9931972789115646,0.006131321123071249
19439,1.54,5,I,SI2,60.3,59.0,8092,7.43,7.46,4.49,0.9959785522788204,0.006187949184336282
19440,1.2,5,G,VS1,61.5,57.0,8093,6.54,6.56,4.03,0.9969512195121952,0.006130829400811139
19441,1.2,5,G,VS1,61.7,55.0,8093,6.53,6.56,4.04,0.9954268292682927,0.006125019553836011
19442,1.2,5,G,VS1,61.3,57.0,8093,6.53,6.56,4.01,0.9954268292682927,0.006170842642767452
19443,1.2,5,G,VS1,61.7,57.0,8093,6.52,6.57,4.04,0.9923896499238964,0.006125076748367333
19444,1.34,5,H,VS2,62.1,57.0,8094,7.0,7.05,4.36,0.9929078014184397,0.006227749737412044
19445,1.53,3,G,SI2,61.1,58.0,8095,7.38,7.41,4.52,0.9959514170040485,0.0061898257906300895
19446,1.53,2,I,SI1,63.1,57.0,8095,7.28,7.34,4.61,0.9918256130790192,0.0062110219805550995
19448,1.51,2,I,SI1,63.7,61.0,8097,7.11,7.15,4.54,0.9944055944055944,0.006542525920209519
19449,1.21,5,G,VS2,59.8,57.0,8097,6.98,6.9,4.15,1.0115942028985507,0.0060538653930534625
19450,1.2,4,G,VVS2,61.8,58.0,8098,6.51,6.47,4.01,1.0061823802163834,0.006157489748208819
19451,1.25,4,H,VS1,61.3,55.0,8099,6.96,6.93,4.26,1.0043290043290043,0.006083562016862973
19452,1.25,4,H,VS1,62.0,59.0,8099,6.88,6.84,4.25,1.0058479532163742,0.006249950000399997
19453,1.21,2,G,VS2,63.8,56.0,8099,6.74,6.67,4.28,1.0104947526236883,0.00628862750465639
19454,1.2,5,F,VS1,62.3,55.0,8100,6.53,6.5,4.06,1.0046153846153847,0.006093077857348862
19455,1.2,3,D,VS1,63.1,59.0,8101,6.37,6.34,4.01,1.0047318611987381,0.0062366060394873
19456,1.42,4,H,SI1,62.3,58.0,8102,7.15,7.19,4.47,0.9944367176634215,0.006179394031649681
19457,1.2,5,G,VVS2,62.2,54.0,8104,6.41,6.48,4.01,0.9891975308641975,0.006063787393095427
19458,2.01,3,H,I1,61.7,63.0,8104,7.94,7.91,4.89,1.0037926675094817,0.006544707059986499
19459,2.01,2,J,SI1,64.3,54.0,8104,8.05,7.95,5.14,1.0125786163522013,0.006110404057308293
19460,1.31,4,H,VS2,61.0,58.0,8106,7.1,7.06,4.32,1.0056657223796035,0.006049569898670166
19462,1.56,2,J,VS2,62.3,64.0,8107,7.41,7.36,4.6,1.0067934782608696,0.006218286737638046
19463,1.2,4,G,VS1,61.9,58.0,8107,6.76,6.72,4.17,1.005952380952381,0.00612358802729583
19464,1.5,4,D,SI2,62.6,59.0,8108,7.2,7.23,4.52,0.995850622406639,0.006375027030114608
19465,1.5,2,D,SI2,63.4,59.0,8108,7.2,7.25,4.58,0.993103448275862,0.006274155498669879
19466,1.77,2,J,SI2,63.4,60.0,8109,7.61,7.65,4.84,0.9947712418300654,0.006281766841683079
19467,1.2,4,G,VS1,62.6,58.0,8109,6.78,6.71,4.22,1.0104321907600597,0.0061984384977076925
19468,1.34,2,H,VS2,59.1,60.0,8109,7.15,7.19,4.24,0.9944367176634215,0.0061475774599347695
19469,1.52,4,J,VS1,62.0,59.0,8110,7.34,7.36,4.56,0.9972826086956521,0.006170279982624492
19470,1.52,4,J,VS1,62.4,59.0,8110,7.31,7.36,4.58,0.9932065217391304,0.006168547575864694
19471,1.26,5,H,SI1,61.6,56.0,8110,6.88,6.93,4.26,0.9927849927849928,0.0062035355189629686
19472,1.26,5,H,SI1,61.9,57.0,8110,6.88,6.93,4.27,0.9927849927849928,0.006189007332735888
19473,1.2,5,G,VS1,61.4,57.0,8112,6.68,6.65,4.09,1.0045112781954886,0.006109442236544615
19474,1.5,2,H,SI1,64.9,57.0,8112,7.08,7.15,4.62,0.9902097902097902,0.006413719818958648
19475,1.26,4,G,VS2,60.1,61.0,8113,7.04,6.97,4.21,1.0100430416068866,0.006099342370841875
19476,1.2,5,D,VS2,58.5,57.0,8114,6.96,6.93,4.06,1.0043290043290043,0.005872585284849597
19477,1.2,4,F,VS1,62.3,55.0,8114,6.57,6.49,4.07,1.012326656394453,0.006050410254982093
19478,1.2,3,G,VVS1,63.4,57.0,8115,6.33,6.36,4.02,0.9952830188679245,0.006178927809708005
19479,1.7,2,H,SI2,63.6,56.0,8115,7.51,7.56,4.79,0.9933862433862434,0.006251031328242228
19480,1.47,4,F,SI2,59.4,59.0,8115,7.47,7.42,4.42,1.0067385444743935,0.006000266754716295
19481,1.67,4,H,SI2,62.6,60.0,8118,7.57,7.52,4.72,1.006648936170213,0.0062152807716987874
19483,1.2,5,G,VVS1,62.5,55.0,8120,6.45,6.54,4.06,0.9862385321100917,0.006072532429366815
19484,1.2,5,G,VVS2,62.8,57.0,8120,6.56,6.46,4.09,1.0154798761609907,0.006173395660243629
19487,1.2,5,G,VS1,61.8,55.0,8121,6.71,6.76,4.16,0.992603550295858,0.006041465567122759
19488,1.2,3,G,VS2,62.2,58.0,8124,6.75,6.79,4.21,0.9941089837997055,0.006219072262121457
19489,1.3,5,H,VS2,62.8,56.0,8124,7.03,6.93,4.38,1.0144300144300145,0.006092291600582877
19491,1.52,4,H,SI2,58.7,62.0,8127,7.6,7.53,4.44,1.0092961487383798,0.005982077695225105
19492,1.5,3,I,SI1,60.3,60.0,8127,7.46,7.43,4.49,1.0040376850605652,0.0060272232314963784
19493,1.23,4,G,VS2,61.1,57.0,8128,6.96,6.91,4.24,1.0072358900144718,0.006031869929109933
19494,1.2,5,G,VS1,62.8,55.0,8129,6.6,6.65,4.16,0.9924812030075187,0.006079446868920553
19495,1.2,3,F,VS2,59.0,60.0,8131,6.84,6.81,4.03,1.0044052863436124,0.006072906456592686
19496,1.52,5,J,SI1,61.9,56.0,8131,7.37,7.41,4.57,0.9946018893387314,0.006090342156183627
19497,1.21,5,H,VVS2,61.3,57.0,8131,6.92,6.87,4.23,1.007278020378457,0.00601702992520603
19498,1.23,5,G,VS2,61.5,54.0,8133,6.92,6.89,4.25,1.0043541364296082,0.006070030384696812
19499,1.2,5,F,VS1,62.3,57.0,8133,6.45,6.52,4.04,0.9892638036809817,0.006062455296749536
19501,1.4,4,H,SI1,62.1,60.0,8133,7.21,7.12,4.45,1.0126404494382022,0.006128479904101546
19503,1.7,2,J,VS2,63.6,59.0,8134,7.53,7.48,4.77,1.0066844919786095,0.006327526435772696
19504,1.51,4,E,SI2,59.3,61.0,8135,7.57,7.51,4.47,1.007989347536618,0.005942013137287353
19505,1.2,3,G,VVS2,63.0,54.0,8138,6.37,6.43,4.03,0.9906687402799379,0.006058213139848706
19507,1.6,5,J,SI1,62.2,55.0,8138,7.46,7.53,4.66,0.9907038512616202,0.0061122380804748576
19508,1.28,4,G,VS2,62.1,60.0,8139,6.95,6.89,4.3,1.0087082728592163,0.0062163790417694535
19509,1.21,4,F,VS2,61.3,58.0,8139,6.89,6.84,4.21,1.0073099415204678,0.006098569126494788
19510,1.5,2,G,SI2,57.9,61.0,8144,7.47,7.51,4.34,0.9946737683089214,0.006160855045849946
19511,1.23,4,G,VS1,59.6,60.0,8145,6.94,6.99,4.15,0.9928469241773963,0.006109706789210495
19512,1.2,5,G,VVS2,62.3,54.0,8145,6.54,6.56,4.08,0.9969512195121952,0.006112825901599545
19513,1.7,2,J,VS2,64.0,58.0,8146,7.41,7.47,4.76,0.9919678714859438,0.0064521307387509046
19514,1.5,4,H,SI2,60.8,58.0,8148,7.39,7.34,4.48,1.0068119891008174,0.006172665553853034
19515,1.5,3,G,SI2,61.3,63.0,8148,7.28,7.23,4.45,1.0069156293222683,0.006404151119522464
19516,1.2,5,G,VVS2,62.0,54.8,8149,6.6,6.63,4.1,0.995475113122172,0.0060755440956301796
19518,1.2,3,G,VS1,62.5,57.0,8150,6.84,6.75,4.25,1.0133333333333334,0.006115506631502504
19519,1.52,3,G,SI2,60.9,57.0,8151,7.44,7.5,4.55,0.9920000000000001,0.005986844696522116
19522,1.2,5,F,VS2,60.1,56.0,8157,6.76,6.84,4.09,0.9883040935672515,0.0059751985056123716
19524,1.2,5,F,VS1,62.6,54.0,8157,6.45,6.41,4.02,1.0062402496099845,0.006137003550256554
19525,1.2,5,E,VS2,60.6,57.0,8158,6.66,6.67,4.04,0.9985007496251874,0.006073584383439357
19526,1.5,2,I,SI1,62.9,60.0,8161,7.12,7.16,4.49,0.994413407821229,0.006553177057127906
19528,1.33,3,F,SI1,63.3,56.0,8163,6.91,6.95,4.39,0.9942446043165467,0.0063084732923075456
19530,1.3,4,F,SI1,61.4,59.0,8164,7.01,6.97,4.29,1.005738880918221,0.006202050013207267
19531,1.5,2,H,VS2,64.3,60.0,8165,7.16,7.08,4.58,1.0112994350282487,0.006460698896698697
19532,1.5,2,H,VS2,63.9,59.0,8165,7.25,7.18,4.61,1.00974930362117,0.006250688878003429
19533,1.5,3,E,SI2,62.7,59.0,8167,7.22,7.3,4.55,0.989041095890411,0.00625489184666508
19534,1.22,5,H,VS1,62.6,56.0,8167,6.83,6.87,4.29,0.9941775836972343,0.006060732243064236
19536,1.2,5,F,VS1,62.1,55.0,8169,6.47,6.5,4.03,0.9953846153846153,0.006077354097036464
19538,1.51,5,J,VS1,61.9,58.0,8170,7.28,7.33,4.52,0.9931787175989086,0.006260415507176908
19540,1.42,5,I,VS2,60.4,55.0,8173,7.28,7.38,4.43,0.986449864498645,0.005966187213778471
19541,1.55,3,H,SI2,62.5,61.0,8174,7.31,7.34,4.58,0.9959128065395095,0.0063074349943948475
19542,1.59,5,J,SI1,62.4,55.0,8176,7.45,7.48,4.66,0.9959893048128342,0.006122846009729702
19544,1.54,4,G,SI1,63.0,59.0,8176,7.31,7.26,4.59,1.0068870523415978,0.0063219933931556475
19545,1.2,4,G,VS1,58.4,61.0,8177,6.95,6.91,4.05,1.0057887120115774,0.0061696903933678915
19546,1.5,2,F,SI2,59.7,61.0,8181,7.39,7.44,4.43,0.993279569892473,0.006158432120332414
19550,1.62,4,J,SI1,62.0,60.0,8183,7.52,7.44,4.64,1.010752688172043,0.006240311338839847
19551,1.6,4,H,SI2,59.4,59.0,8184,7.55,7.6,4.5,0.993421052631579,0.006196506719336975
19552,1.5,3,H,SI2,62.5,60.0,8184,7.25,7.32,4.55,0.9904371584699453,0.006211990383838886
19553,1.2,3,G,SI1,60.7,59.0,8184,6.6,6.65,4.02,0.9924812030075187,0.0062911688991814695
19554,1.2,5,D,VS2,62.1,57.0,8185,6.73,6.7,4.17,1.0044776119402985,0.006169245703878227
19555,1.2,5,G,VS2,60.9,56.0,8189,6.7,6.74,4.09,0.9940652818991098,0.006064011488702909
19556,1.5,4,E,SI2,61.7,58.0,8190,7.2,7.17,4.43,1.00418410041841,0.006558973567861239
19557,1.5,4,E,SI2,58.0,60.0,8190,7.52,7.47,4.35,1.0066934404283803,0.006138518367920202
19558,1.5,4,I,SI1,58.6,62.0,8190,7.46,7.43,4.36,1.0040376850605652,0.006206934015921729
19559,1.5,4,G,SI2,62.0,62.0,8190,7.31,7.25,4.51,1.0082758620689654,0.006275658946804274
19560,1.5,1,E,SI2,59.9,68.0,8190,7.39,7.3,4.4,1.0123287671232877,0.006319333622056665
19561,1.5,2,G,SI2,64.3,57.0,8190,7.29,7.2,4.66,1.0125,0.006132609587280281
19562,1.2,3,D,VS1,62.3,59.0,8192,6.39,6.48,4.01,0.986111111111111,0.006263442612580201
19563,1.52,3,F,SI2,62.3,59.0,8192,7.33,7.37,4.58,0.994572591587517,0.006143369644231563
19564,1.2,5,G,VVS2,60.7,57.0,8192,6.74,6.81,4.11,0.9897209985315714,0.005990038491775311
19565,1.51,5,I,SI1,62.7,57.0,8193,7.35,7.3,4.59,1.0068493150684932,0.006131321123071249
19566,1.52,3,H,SI2,62.7,57.0,8194,7.32,7.36,4.6,0.9945652173913043,0.006133337465265941
19567,1.48,3,I,VS2,63.0,58.0,8196,7.16,7.19,4.52,0.995827538247566,0.006360355170483991
19568,1.21,4,F,VS1,61.6,58.0,8196,6.88,6.82,4.22,1.0087976539589443,0.006110828655031057
19570,1.52,4,J,VVS2,58.3,62.0,8202,7.61,7.49,4.4,1.0160213618157543,0.006060723021927536
19571,1.2,5,D,VS2,62.5,57.0,8202,6.48,6.51,4.06,0.9953917050691246,0.006247435048395551
19572,1.2,5,G,VS1,61.5,56.0,8202,6.7,6.73,4.13,0.9955423476968797,0.006014203292851481
19573,1.51,5,J,VS2,61.5,56.0,8203,7.37,7.4,4.54,0.9959459459459459,0.006098483973426441
19574,1.2,4,F,VS1,60.9,58.0,8204,6.67,6.63,4.05,1.0060331825037707,0.00608600230357979
19575,1.51,4,J,VS1,61.4,57.0,8204,7.38,7.3,4.51,1.010958904109589,0.006214714517828289
19576,1.53,4,J,VS1,62.8,59.0,8205,7.34,7.31,4.6,1.0041039671682628,0.006198978959287863
19577,1.53,4,J,VS1,60.1,59.0,8205,7.51,7.47,4.5,1.0053547523427042,0.006060638470437454
19578,1.54,5,J,VS1,62.0,53.0,8207,7.41,7.49,4.62,0.9893190921228304,0.006005908612893365
19579,1.51,2,I,VS1,65.8,57.0,8210,7.09,7.17,4.69,0.9888423988842399,0.006333426191427672
19581,1.2,5,G,VVS2,62.8,54.0,8212,6.51,6.55,4.1,0.9938931297709923,0.006120369361430978
19582,1.41,2,F,SI1,63.7,58.0,8212,7.06,7.01,4.48,1.007132667617689,0.0063594327580821985
